# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8986606922361
#
# Children      Self  Command          Shared Object     Symbol                                   
# ........  ........  ...............  ................  .........................................
#
     0.01%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] xas_start
     0.01%     0.01%  iou-wrk-68039    [kernel.vmlinux]  [k] xas_start
     0.01%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] kfree
     0.01%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] __mod_node_page_state
     0.01%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-68033    [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.01%  iou-wrk-68054    [kernel.vmlinux]  [k] rcu_qs
     0.01%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] rcu_note_context_switch
     0.01%     0.01%  iou-wrk-68032    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.00%  iou-wrk-68057    [kernel.vmlinux]  [k] detach_if_pending
     0.01%     0.01%  iou-wrk-68053    [kernel.vmlinux]  [k] calc_wheel_index
     0.01%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.01%  iou-wrk-68065    [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.01%  iou-wrk-68037    [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-68053    [kernel.vmlinux]  [k] iov_iter_restore
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] alloc_pages
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] update_min_vruntime
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-68044    [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-68062    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.01%  iou-wrk-68058    [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.01%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] fput_many
     0.01%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.01%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] bio_endio
     0.01%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] rb_next
     0.01%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] xa_load
     0.01%     0.01%  iou-wrk-68048    [kernel.vmlinux]  [k] page_counter_try_charge
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.01%  iou-wrk-68068    [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.01%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.01%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.01%  iou-wrk-68038    [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] tick_sched_timer
     0.01%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] xas_start
     0.01%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] put_prev_entity
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] memcpy
     0.01%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.00%  iou-wrk-68031    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] __read_end_io
     0.01%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] current_time
     0.01%     0.01%  iou-wrk-68031    [kernel.vmlinux]  [k] blk_cgroup_bio_start
     0.01%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] psi_memstall_leave
     0.01%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] xa_load
     0.01%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] touch_atime
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] get_nohz_timer_target
     0.01%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] finish_task_switch
     0.01%     0.01%  iou-wrk-68064    [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] io_wqe_dec_running
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.01%  iou-wrk-68043    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] fscrypt_set_bio_crypt_ctx
     0.01%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] internal_add_timer
     0.01%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] detach_if_pending
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.01%     0.01%  iou-wrk-68044    [kernel.vmlinux]  [k] kmem_cache_alloc
     0.01%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.01%  iou-wrk-68038    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] detach_if_pending
     0.01%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-68048    [kernel.vmlinux]  [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-68065    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] _raw_spin_unlock_irqrestore
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] __list_add_valid
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.00%  iou-wrk-68043    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] __switch_to
     0.01%     0.01%  iou-wrk-68057    [kernel.vmlinux]  [k] xas_start
     0.01%     0.01%  iou-wrk-68038    [kernel.vmlinux]  [k] kfree
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] __read_end_io
     0.01%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.01%  iou-wrk-68065    [kernel.vmlinux]  [k] force_page_cache_ra
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] xas_start
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] fput_many
     0.01%     0.01%  fio              libc-2.29.so      [.] syscall
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.00%  iou-wrk-68040    [kernel.vmlinux]  [k] bio_endio
     0.01%     0.01%  iou-wrk-68064    [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] bio_add_page
     0.01%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-68039    [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-68050    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.00%  iou-wrk-68039    [kernel.vmlinux]  [k] __mod_memcg_lruvec_state
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] psi_flags_change
     0.01%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] current_time
     0.01%     0.01%  iou-wrk-68051    [kernel.vmlinux]  [k] ext4_readahead
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] reweight_entity
     0.01%     0.00%  iou-wrk-68038    [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.00%  iou-wrk-68058    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.01%  iou-wrk-68044    [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.01%  iou-wrk-68042    [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.01%  iou-wrk-68042    [kernel.vmlinux]  [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] enqueue_timer
     0.01%     0.01%  iou-wrk-68031    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] kmem_cache_alloc
     0.01%     0.01%  iou-wrk-68037    [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-68041    [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.01%  iou-wrk-68033    [kernel.vmlinux]  [k] page_counter_try_charge
     0.01%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-68047    [kernel.vmlinux]  [k] get_nohz_timer_target
     0.01%     0.01%  iou-wrk-68067    [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.01%  iou-wrk-68059    [kernel.vmlinux]  [k] down_read_trylock
     0.01%     0.00%  iou-wrk-68059    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.01%  iou-wrk-68035    [kernel.vmlinux]  [k] kmem_cache_free
     0.01%     0.01%  iou-wrk-68060    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.01%     0.00%  iou-wrk-68060    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.01%  iou-wrk-68038    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.01%  iou-wrk-68062    [kernel.vmlinux]  [k] __next_zones_zonelist
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] xa_load
     0.01%     0.01%  iou-wrk-68041    [kernel.vmlinux]  [k] page_counter_try_charge
     0.01%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] try_charge_memcg
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] xa_load
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.01%  iou-wrk-68054    [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] ext4_es_lookup_extent
     0.01%     0.01%  iou-wrk-68046    [kernel.vmlinux]  [k] page_mapping
     0.01%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.01%  iou-wrk-68069    [kernel.vmlinux]  [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-68042    [kernel.vmlinux]  [k] psi_task_change
     0.01%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] hrtimer_update_next_event
     0.01%     0.00%  iou-wrk-68037    [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] pick_next_entity
     0.01%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] psi_flags_change
     0.01%     0.01%  iou-wrk-68032    [kernel.vmlinux]  [k] __switch_to
     0.01%     0.00%  iou-wrk-68065    [kernel.vmlinux]  [k] touch_atime
     0.01%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] get_nohz_timer_target
     0.01%     0.01%  iou-wrk-68040    [kernel.vmlinux]  [k] get_mem_cgroup_from_mm
     0.01%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] xa_get_order
     0.01%     0.00%  iou-wrk-68054    [kernel.vmlinux]  [k] shrink_slab
     0.01%     0.00%  iou-wrk-68045    [kernel.vmlinux]  [k] blk_throtl_bio
     0.01%     0.01%  iou-wrk-68048    [kernel.vmlinux]  [k] native_sched_clock
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] update_rq_clock
     0.01%     0.01%  iou-wrk-68045    [kernel.vmlinux]  [k] to_nd_region
     0.01%     0.01%  iou-wrk-68064    [kernel.vmlinux]  [k] _raw_read_lock
     0.01%     0.01%  iou-wrk-68033    [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-68054    [kernel.vmlinux]  [k] io_clean_op
     0.01%     0.01%  iou-wrk-68039    [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-68051    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.01%  iou-wrk-68061    [kernel.vmlinux]  [k] set_next_buddy
     0.01%     0.01%  kcompactd1       [kernel.vmlinux]  [k] update_sd_lb_stats.constprop.0
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] __schedule
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] find_busiest_group
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] kcompactd
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] kthread
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] load_balance
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] newidle_balance
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] pick_next_task_fair
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] ret_from_fork
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] schedule
     0.01%     0.00%  kcompactd1       [kernel.vmlinux]  [k] schedule_timeout
     0.01%     0.01%  iou-wrk-68066    [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.01%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-68035    [kernel.vmlinux]  [k] update_cfs_group
     0.01%     0.01%  iou-wrk-68042    [kernel.vmlinux]  [k] bio_uninit
     0.01%     0.01%  iou-wrk-68048    [kernel.vmlinux]  [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-68052    [kernel.vmlinux]  [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-68035    [kernel.vmlinux]  [k] __switch_to_asm
     0.01%     0.00%  iou-wrk-68032    [kernel.vmlinux]  [k] __calc_delta
     0.01%     0.01%  iou-wrk-68037    [kernel.vmlinux]  [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-68056    [kernel.vmlinux]  [k] io_req_complete_post
     0.01%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-68061    [kernel.vmlinux]  [k] __cond_resched
     0.01%     0.01%  iou-wrk-68058    [kernel.vmlinux]  [k] selinux_file_permission
     0.01%     0.01%  iou-wrk-68039    [kernel.vmlinux]  [k] dequeue_task
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] bio_associate_blkg
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] __mod_node_page_state
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] alloc_vmap_area
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] __get_vm_area_node.constprop.0
     0.01%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] atime_needs_update
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_event_fork
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_event_task
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_event_task_output
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] perf_iterate_sb
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.01%     0.01%  fio              [kernel.vmlinux]  [k] clear_page_erms
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] kernel_init_free_pages.part.0
     0.01%     0.01%  iou-wrk-68053    [kernel.vmlinux]  [k] kfree
     0.01%     0.01%  iou-wrk-68036    [kernel.vmlinux]  [k] xas_find_conflict
     0.01%     0.00%  iou-wrk-68062    [kernel.vmlinux]  [k] io_dismantle_req
     0.01%     0.01%  iou-wrk-68034    [kernel.vmlinux]  [k] kmem_cache_alloc
     0.01%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] mempool_alloc
     0.01%     0.00%  iou-wrk-68036    [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.01%     0.01%  iou-wrk-68056    [kernel.vmlinux]  [k] workingset_update_node
     0.01%     0.00%  fio              [kernel.vmlinux]  [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-68069    [kernel.vmlinux]  [k] charge_memcg
     0.01%     0.01%  iou-wrk-68063    [kernel.vmlinux]  [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-68049    [kernel.vmlinux]  [k] __wrgsbase_inactive
     0.01%     0.01%  iou-wrk-68055    [kernel.vmlinux]  [k] __next_zones_zonelist
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] to_nd_region
     0.00%     0.00%  iou-wrk-68034    [kernel.vmlinux]  [k] __free_one_page
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.00%     0.00%  iou-wrk-68033    [kernel.vmlinux]  [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] percpu_counter_add_batch
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] bio_associate_blkg_from_css
     0.00%     0.00%  iou-wrk-68049    [kernel.vmlinux]  [k] uncharge_page
     0.00%     0.00%  kswapd0          [kernel.vmlinux]  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]  [k] kthread
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]  [k] ret_from_fork
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]  [k] worker_thread
     0.00%     0.00%  iou-wrk-68067    [kernel.vmlinux]  [k] page_referenced
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] __free_one_page
     0.00%     0.00%  iou-wrk-68066    [kernel.vmlinux]  [k] unlock_page
     0.00%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] xas_clear_mark
     0.00%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] xas_init_marks
     0.00%     0.00%  iou-wrk-68048    [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-68064    [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-68041    [kernel.vmlinux]  [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  iou-wrk-68046    [kernel.vmlinux]  [k] lru_gen_del_page
     0.00%     0.00%  iou-wrk-68063    [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.00%     0.00%  iou-wrk-68055    [kernel.vmlinux]  [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-68068    [kernel.vmlinux]  [k] __mod_node_page_state
     0.00%     0.00%  iou-wrk-68070    [kernel.vmlinux]  [k] __cond_resched
     0.00%     0.00%  iou-wrk-68053    [kernel.vmlinux]  [k] xas_find_conflict
     0.00%     0.00%  iou-wrk-68047    [kernel.vmlinux]  [k] rcu_all_qs
