# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 42K of event 'cycles'
# Event count (approx.): 8473004961970
#
# Children      Self  Command          Shared Object               Symbol                                  
# ........  ........  ...............  ..........................  ........................................
#
     0.17%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] shrink_node
     0.17%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] try_to_free_pages
     0.17%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] shrink_lruvec
     0.17%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.17%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] shrink_node
     0.17%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] try_to_free_pages
     0.17%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.17%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] read_pages
     0.17%     0.05%  iou-wrk-3456     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.17%     0.06%  iou-wrk-3467     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.17%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] read_pages
     0.17%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] read_pages
     0.17%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.17%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.17%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.17%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.17%     0.17%  iou-wrk-3471     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.17%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] copyout
     0.17%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] read_pages
     0.17%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.17%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] shrink_node
     0.17%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] try_to_free_pages
     0.17%     0.01%  iou-wrk-3475     [kernel.vmlinux]            [k] workingset_refault
     0.17%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] copy_page_to_iter
     0.17%     0.16%  iou-wrk-3444     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.17%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] copyout
     0.17%     0.16%  fio              [kernel.vmlinux]            [k] slab_post_alloc_hook
     0.17%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.17%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] try_to_free_pages
     0.17%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.02%  iou-wrk-3451     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.07%  iou-wrk-3466     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.16%     0.16%  iou-wrk-3453     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.16%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] copyout
     0.16%     0.16%  fio              [kernel.vmlinux]            [k] psi_flags_change
     0.16%     0.01%  iou-wrk-3458     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] copy_page_to_iter
     0.16%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.16%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] submit_bio_noacct
     0.16%     0.04%  iou-wrk-3471     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.16%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.01%  iou-wrk-3459     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] __alloc_pages_slowpath.constprop.0
     0.16%     0.02%  iou-wrk-3460     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.16%     0.00%  iou-wrk-3471     [nd_pmem]                   [k] pmem_submit_bio
     0.16%     0.10%  fio              [kernel.vmlinux]            [k] finish_task_switch
     0.16%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  fio              [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.16%     0.01%  iou-wrk-3451     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] read_pages
     0.16%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.16%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] shrink_node
     0.16%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] try_to_free_pages
     0.16%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.16%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] __submit_bio
     0.16%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.01%  iou-wrk-3470     [kernel.vmlinux]            [k] workingset_refault
     0.16%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] submit_bio
     0.16%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] read_pages
     0.16%     0.16%  iou-wrk-3456     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.16%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] copyout
     0.16%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.16%  fio              [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.16%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] lru_note_cost
     0.16%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.16%     0.16%  iou-wrk-3460     [kernel.vmlinux]            [k] copy_user_enhanced_fast_string
     0.16%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] copyout
     0.16%     0.15%  fio              [kernel.vmlinux]            [k] clear_buddies
     0.16%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] shrink_lruvec
     0.16%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] read_pages
     0.16%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] read_pages
     0.15%     0.01%  iou-wrk-3477     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.00%  iou-wrk-3481     [nd_pmem]                   [k] pmem_submit_bio
     0.15%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3471     [nd_pmem]                   [k] pmem_do_read
     0.15%     0.13%  fio              [kernel.vmlinux]            [k] __enqueue_entity
     0.15%     0.10%  iou-wrk-3456     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.15%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] do_try_to_free_pages
     0.15%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] shrink_node
     0.15%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] try_to_free_pages
     0.15%     0.01%  iou-wrk-3476     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] read_pages
     0.15%     0.01%  iou-wrk-3444     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] shrink_lruvec
     0.15%     0.01%  iou-wrk-3460     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.00%  fio              [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.15%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.15%  iou-wrk-3471     [kernel.vmlinux]            [k] copy_mc_fragile
     0.15%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.01%  iou-wrk-3457     [kernel.vmlinux]            [k] workingset_refault
     0.15%     0.01%  iou-wrk-3460     [kernel.vmlinux]            [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.15%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] read_pages
     0.15%     0.06%  iou-wrk-3444     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.15%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.15%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] submit_bio
     0.15%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] add_to_page_cache_lru
     0.15%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] read_pages
     0.15%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] submit_bio_noacct
     0.15%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] read_pages
     0.14%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.09%  iou-wrk-3443     [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.14%     0.14%  iou-wrk-3479     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] read_pages
     0.14%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     0.14%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] read_pages
     0.14%     0.14%  iou-wrk-3453     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.01%  iou-wrk-3442     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.14%  iou-wrk-3478     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.01%  iou-wrk-3478     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] read_pages
     0.14%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.14%  iou-wrk-3470     [kernel.vmlinux]            [k] xas_load
     0.14%     0.05%  iou-wrk-3449     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.14%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] read_pages
     0.14%     0.14%  iou-wrk-3477     [kernel.vmlinux]            [k] xas_load
     0.14%     0.01%  fio              [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.14%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.13%  iou-wrk-3468     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] read_pages
     0.14%     0.07%  iou-wrk-3465     [kernel.vmlinux]            [k] _raw_spin_lock
     0.14%     0.13%  iou-wrk-3458     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3463     [nd_pmem]                   [k] pmem_submit_bio
     0.14%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] workingset_refault
     0.14%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] dequeue_task_fair
     0.14%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.13%  iou-wrk-3473     [kernel.vmlinux]            [k] xas_load
     0.14%     0.13%  iou-wrk-3482     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.14%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] lock_page_lruvec_irqsave
     0.14%     0.13%  iou-wrk-3452     [kernel.vmlinux]            [k] xas_load
     0.14%     0.07%  iou-wrk-3455     [kernel.vmlinux]            [k] filemap_get_read_batch
     0.14%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] lru_note_cost
     0.14%     0.00%  iou-wrk-3468     [nd_pmem]                   [k] pmem_submit_bio
     0.14%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] submit_bio
     0.14%     0.13%  iou-wrk-3451     [kernel.vmlinux]            [k] xas_load
     0.14%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] __submit_bio
     0.14%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] submit_bio_noacct
     0.14%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] submit_bio_noacct
     0.13%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] workingset_refault
     0.13%     0.00%  iou-wrk-3463     [nd_pmem]                   [k] pmem_do_read
     0.13%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] read_pages
     0.13%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] workingset_refault
     0.13%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] ext4_mpage_readpages
     0.13%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] read_pages
     0.13%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] __submit_bio
     0.13%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] submit_bio_noacct
     0.13%     0.13%  iou-wrk-3463     [kernel.vmlinux]            [k] xas_load
     0.13%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] submit_bio
     0.13%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] submit_bio
     0.13%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] __submit_bio
     0.13%     0.00%  iou-wrk-3450     [nd_pmem]                   [k] pmem_submit_bio
     0.13%     0.13%  iou-wrk-3463     [kernel.vmlinux]            [k] copy_mc_fragile
     0.13%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] read_pages
     0.13%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] __submit_bio
