# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2379524085286
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.07%     0.07%  iou-wrk-2950     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.02%  iou-wrk-2958     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.05%  iou-wrk-2976     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.07%  iou-wrk-2978     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2978     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.07%     0.03%  fio              [kernel.vmlinux]  [k] set_task_cpu
     0.07%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.07%  iou-wrk-2947     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.06%  fio              [kernel.vmlinux]  [k] __list_add_valid
     0.07%     0.07%  fio              [kernel.vmlinux]  [k] __rdgsbase_inactive
     0.07%     0.01%  iou-wrk-2952     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.01%  iou-wrk-2973     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.06%  iou-wrk-2956     [kernel.vmlinux]  [k] xas_load
     0.07%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.07%  iou-wrk-2978     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.07%     0.05%  swapper          [kernel.vmlinux]  [k] switch_mm_irqs_off
     0.07%     0.02%  kswapd0          [kernel.vmlinux]  [k] unaccount_page_cache_page
     0.07%     0.07%  kcompactd0       [kernel.vmlinux]  [k] copy_page
     0.07%     0.00%  kcompactd0       [kernel.vmlinux]  [k] migrate_page_copy
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] __schedule
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] __x64_sys_select
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] core_sys_select
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] do_select
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] do_syscall_64
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] entry_SYSCALL_64_after_hwframe
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] kern_select
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] load_balance
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] newidle_balance
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] schedule
     0.07%     0.00%  fail2ban-server  [kernel.vmlinux]  [k] schedule_hrtimeout_range_clock
     0.07%     0.01%  iou-wrk-2957     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.07%  kswapd0          [kernel.vmlinux]  [k] __free_one_page
     0.07%     0.00%  kswapd0          [kernel.vmlinux]  [k] free_pcppages_bulk
     0.07%     0.06%  iou-wrk-2971     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-2971     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] __submit_bio
     0.07%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] pmem_submit_bio
     0.07%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] submit_bio
     0.07%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] submit_bio_noacct
     0.07%     0.04%  iou-wrk-2974     [kernel.vmlinux]  [k] _raw_spin_lock
     0.07%     0.07%  iou-wrk-2968     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.01%  iou-wrk-2981     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.07%  iou-wrk-2980     [kernel.vmlinux]  [k] copy_mc_fragile
     0.07%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] pmem_do_read
     0.07%     0.00%  iou-wrk-2980     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] kiocb_done
     0.06%     0.01%  iou-wrk-2973     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.00%  iou-wrk-2982     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] read_pages
     0.06%     0.06%  iou-wrk-2979     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.02%  iou-wrk-2956     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.03%  iou-wrk-2973     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.02%  iou-wrk-2970     [kernel.vmlinux]  [k] io_req_complete_post
     0.06%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] kiocb_done
     0.06%     0.06%  iou-wrk-2972     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-2972     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] submit_bio
     0.06%     0.02%  iou-wrk-2980     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.01%  iou-wrk-2964     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.02%  iou-wrk-2972     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.06%  iou-wrk-2971     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.06%  iou-wrk-2977     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] __submit_bio
     0.06%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] submit_bio_noacct
     0.06%     0.01%  iou-wrk-2949     [kernel.vmlinux]  [k] lock_timer_base
     0.06%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] set_next_entity
     0.06%     0.03%  iou-wrk-2972     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] update_curr
     0.06%     0.01%  iou-wrk-2952     [kernel.vmlinux]  [k] lock_timer_base
     0.06%     0.02%  fio              [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.06%     0.06%  iou-wrk-2984     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-2984     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.06%  iou-wrk-2966     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.06%  iou-wrk-2986     [kernel.vmlinux]  [k] xas_load
     0.06%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.01%  fio              [kernel.vmlinux]  [k] scheduler_tick
     0.06%     0.05%  fio              [kernel.vmlinux]  [k] slab_post_alloc_hook
     0.06%     0.02%  iou-wrk-2962     [kernel.vmlinux]  [k] update_curr
     0.06%     0.01%  iou-wrk-2955     [kernel.vmlinux]  [k] update_curr
     0.06%     0.01%  iou-wrk-2965     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-2964     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.05%  fio              [kernel.vmlinux]  [k] place_entity
     0.06%     0.06%  iou-wrk-2976     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.00%  swapper          [kernel.vmlinux]  [k] tick_nohz_get_sleep_length
     0.06%     0.06%  iou-wrk-2971     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.06%     0.04%  swapper          [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.01%  swapper          [kernel.vmlinux]  [k] asm_sysvec_call_function_single
     0.06%     0.01%  iou-wrk-2956     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.05%  iou-wrk-2979     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.06%     0.00%  iou-wrk-2959     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.06%  swapper          [kernel.vmlinux]  [k] __switch_to_asm
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.06%  iou-wrk-2961     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.06%     0.00%  kcompactd0       [kernel.vmlinux]  [k] compaction_alloc
     0.06%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.03%  iou-wrk-2979     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.00%  iou-wrk-2963     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.01%  iou-wrk-2965     [kernel.vmlinux]  [k] io_dismantle_req
     0.06%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.02%  iou-wrk-2954     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.03%  iou-wrk-2958     [kernel.vmlinux]  [k] io_req_complete_post
     0.06%     0.04%  iou-wrk-2964     [kernel.vmlinux]  [k] io_req_complete_post
     0.06%     0.05%  iou-wrk-2980     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.04%  iou-wrk-2963     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.06%  iou-wrk-2964     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] __submit_bio
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] submit_bio
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] submit_bio_noacct
     0.06%     0.01%  iou-wrk-2976     [kernel.vmlinux]  [k] lock_timer_base
     0.06%     0.00%  iou-wrk-2970     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.02%  iou-wrk-2952     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.02%  iou-wrk-2960     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-2953     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.00%  iou-wrk-2954     [kernel.vmlinux]  [k] io_assign_current_work
     0.06%     0.01%  iou-wrk-2953     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.02%  iou-wrk-2967     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.01%  iou-wrk-2978     [kernel.vmlinux]  [k] set_next_entity
     0.06%     0.03%  iou-wrk-2981     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.06%  iou-wrk-2949     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.06%     0.01%  iou-wrk-2969     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.06%  iou-wrk-2986     [kernel.vmlinux]  [k] copy_mc_fragile
     0.06%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] __submit_bio
     0.06%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] pmem_do_read
     0.06%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] pmem_submit_bio
     0.06%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] submit_bio
     0.06%     0.00%  iou-wrk-2986     [kernel.vmlinux]  [k] submit_bio_noacct
     0.06%     0.06%  iou-wrk-2976     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.06%  iou-wrk-2984     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.01%  iou-wrk-2970     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.05%  iou-wrk-2976     [kernel.vmlinux]  [k] io_req_complete_post
     0.06%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] kiocb_done
     0.06%     0.02%  iou-wrk-2983     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.00%  iou-wrk-2962     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.02%  iou-wrk-2982     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.03%  iou-wrk-2976     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.00%  iou-wrk-2976     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.02%  iou-wrk-2959     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.00%  iou-wrk-2964     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.05%  fio              [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.06%     0.00%  iou-wrk-2968     [kernel.vmlinux]  [k] io_dismantle_req
     0.05%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.05%  iou-wrk-2974     [kernel.vmlinux]  [k] __switch_to
     0.05%     0.01%  iou-wrk-2982     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-2952     [kernel.vmlinux]  [k] copy_mc_fragile
     0.05%     0.00%  iou-wrk-2952     [kernel.vmlinux]  [k] pmem_do_read
     0.05%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.05%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] shrink_node
     0.05%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] __submit_bio
     0.05%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] pmem_submit_bio
     0.05%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] submit_bio
     0.05%     0.00%  iou-wrk-2956     [kernel.vmlinux]  [k] submit_bio_noacct
     0.05%     0.01%  iou-wrk-2948     [kernel.vmlinux]  [k] psi_task_switch
     0.05%     0.05%  fio              [kernel.vmlinux]  [k] rcu_read_unlock_strict
     0.05%     0.05%  iou-wrk-2960     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.02%  iou-wrk-2974     [kernel.vmlinux]  [k] update_curr
     0.05%     0.05%  iou-wrk-2952     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.05%     0.05%  iou-wrk-2983     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.03%  iou-wrk-2971     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.01%  iou-wrk-2950     [kernel.vmlinux]  [k] pick_next_task_fair
     0.05%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.05%  fio              [kernel.vmlinux]  [k] __cgroup_account_cputime
     0.05%     0.05%  iou-wrk-2966     [kernel.vmlinux]  [k] copy_mc_fragile
     0.05%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] pmem_do_read
     0.05%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] pmem_submit_bio
     0.05%     0.03%  iou-wrk-2955     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.00%  iou-wrk-2972     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.02%  swapper          [kernel.vmlinux]  [k] sysvec_call_function_single
     0.05%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.05%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] evict_pages
     0.05%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] shrink_node
     0.05%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.05%  kworker/u161:6   [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] __schedule
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] _raw_spin_lock
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] kthread
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] load_balance
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] newidle_balance
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] pick_next_task_fair
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] raw_spin_rq_lock_nested
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] ret_from_fork
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] schedule
     0.05%     0.00%  kworker/u161:6   [kernel.vmlinux]  [k] schedule_preempt_disabled
     0.05%     0.00%  iou-wrk-2985     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.05%  kswapd0          [kernel.vmlinux]  [k] free_unref_page_prepare.part.0
     0.05%     0.00%  iou-wrk-2958     [kernel.vmlinux]  [k] io_assign_current_work
     0.05%     0.05%  iou-wrk-2950     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.05%     0.00%  swapper          [kernel.vmlinux]  [k] __sysvec_apic_timer_interrupt
     0.05%     0.00%  swapper          [kernel.vmlinux]  [k] hrtimer_interrupt
     0.05%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.01%  iou-wrk-2980     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-2973     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.05%  iou-wrk-2965     [kernel.vmlinux]  [k] copy_mc_fragile
     0.05%     0.00%  iou-wrk-2965     [kernel.vmlinux]  [k] pmem_do_read
     0.05%     0.05%  iou-wrk-2961     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.05%  iou-wrk-2974     [kernel.vmlinux]  [k] copy_mc_fragile
     0.05%     0.00%  iou-wrk-2974     [kernel.vmlinux]  [k] pmem_do_read
     0.05%     0.01%  iou-wrk-2951     [kernel.vmlinux]  [k] io_dismantle_req
     0.05%     0.01%  iou-wrk-2980     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.00%  iou-wrk-2961     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.05%  iou-wrk-2963     [kernel.vmlinux]  [k] __switch_to_asm
     0.05%     0.01%  iou-wrk-2949     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.01%  iou-wrk-2953     [kernel.vmlinux]  [k] __alloc_pages
     0.05%     0.01%  iou-wrk-2979     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.01%  iou-wrk-2983     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-2983     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.05%  iou-wrk-2952     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.01%  iou-wrk-2960     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.00%  iou-wrk-2951     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.05%     0.00%  iou-wrk-2957     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.00%  iou-wrk-2975     [kernel.vmlinux]  [k] psi_task_switch
     0.05%     0.02%  iou-wrk-2963     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.04%  iou-wrk-2984     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.00%  iou-wrk-2977     [kernel.vmlinux]  [k] update_curr
     0.05%     0.00%  swapper          [kernel.vmlinux]  [k] lapic_next_deadline
     0.05%     0.00%  swapper          [kernel.vmlinux]  [k] clockevents_program_event
     0.05%     0.01%  iou-wrk-2949     [kernel.vmlinux]  [k] dequeue_task_fair
     0.05%     0.00%  iou-wrk-2960     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.00%  iou-wrk-2981     [kernel.vmlinux]  [k] io_dismantle_req
     0.05%     0.05%  iou-wrk-2975     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.00%  iou-wrk-2966     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.04%  iou-wrk-2956     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.05%  swapper          [kernel.vmlinux]  [k] native_write_msr
     0.05%     0.03%  iou-wrk-2961     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.01%  iou-wrk-2960     [kernel.vmlinux]  [k] update_curr
     0.05%     0.00%  swapper          [kernel.vmlinux]  [k] hrtimer_start_range_ns
     0.05%     0.00%  swapper          [kernel.vmlinux]  [k] tick_nohz_idle_stop_tick
