# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 897K of event 'cycles'
# Event count (approx.): 95051495853802
#
# Children      Self  Command          Shared Object               Symbol                                                 
# ........  ........  ...............  ..........................  .......................................................
#
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] nohz_balance_exit_idle
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]            [k] sched_clock
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]            [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  kworker/70:1     [kernel.vmlinux]            [k] drain_pages
     0.00%     0.00%  iou-wrk-3094     [kernel.vmlinux]            [k] ext4_readahead
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  kworker/58:1-ev  [kernel.vmlinux]            [k] rb_next
     0.00%     0.00%  kworker/58:1-ev  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/58:1-ev  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/58:1-ev  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/58:1-ev  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/58:1-ev  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  kworker/58:1-ev  [kernel.vmlinux]            [k] set_next_entity
     0.00%     0.00%  kworker/58:1-ev  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]            [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]            [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] default_wake_function
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]            [k] xas_nomem
     0.00%     0.00%  iou-wrk-3089     [kernel.vmlinux]            [k] radix_tree_lookup
     0.00%     0.00%  iou-wrk-3073     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-3076     [kernel.vmlinux]            [k] bvec_free
     0.00%     0.00%  iou-wrk-3095     [kernel.vmlinux]            [k] irqentry_exit
     0.00%     0.00%  iou-wrk-3133     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] rb_erase
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] page_mapped
     0.00%     0.00%  iou-wrk-3067     [kernel.vmlinux]            [k] timestamp_truncate
     0.00%     0.00%  kworker/34:1-ev  [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  kworker/34:1-ev  [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.00%     0.00%  iou-wrk-3083     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]            [k] backend_shrink_memory_count
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]            [k] bus_for_each_dev
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]            [k] klist_next
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] native_write_msr
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] __unfreeze_partials
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]            [k] make_kgid
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] refill_stock
     0.00%     0.00%  iou-wrk-3122     [kernel.vmlinux]            [k] psi_flags_change
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3074     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]            [k] __cgroup_account_cputime
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3102     [kernel.vmlinux]            [k] timerqueue_del
     0.00%     0.00%  kworker/28:1-ev  [kernel.vmlinux]            [k] __list_del_entry_valid
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]            [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3091     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] idle_cpu
     0.00%     0.00%  iou-wrk-3116     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  kworker/14:1-ev  [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/14:1-ev  [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  kworker/14:1-ev  [kernel.vmlinux]            [k] drain_local_pages_wq
     0.00%     0.00%  kworker/14:1-ev  [kernel.vmlinux]            [k] drain_pages
     0.00%     0.00%  kworker/14:1-ev  [kernel.vmlinux]            [k] drain_pages_zone
     0.00%     0.00%  kworker/14:1-ev  [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  kworker/14:1-ev  [kernel.vmlinux]            [k] process_one_work
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] tick_program_event
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]            [k] rb_next
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3085     [kernel.vmlinux]            [k] switch_ldt
     0.00%     0.00%  iou-wrk-3071     [kernel.vmlinux]            [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] sched_clock
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] __x64_sys_poll
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] do_sys_poll
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] do_syscall_64
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] entry_SYSCALL_64
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]            [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]            [k] ttwu_queue_wakelist
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] io_wake_function
     0.00%     0.00%  iou-wrk-3115     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] cr4_update_irqsoff
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] drain_local_pages_wq
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] drain_pages
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] drain_pages_zone
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] free_pcppages_bulk
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] process_one_work
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] mem_cgroup_update_lru_size
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] rcu_note_context_switch
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] balance_fair
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] put_prev_task_balance
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  migration/17     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] place_entity
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]            [k] kthread_blkcg
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3067     [kernel.vmlinux]            [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  kworker/12:1-ev  [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/12:1-ev  [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] mpage_end_io
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  kswapd0          [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3120     [kernel.vmlinux]            [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3130     [kernel.vmlinux]            [k] ext4_file_read_iter
     0.00%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3081     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] should_failslab
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3124     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] task_scan_max
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __sched_fork
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] init_numa_balancing
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] sched_fork
     0.00%     0.00%  iou-wrk-3118     [kernel.vmlinux]            [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3111     [kernel.vmlinux]            [k] bio_put
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]            [k] xas_nomem
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3069     [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3068     [kernel.vmlinux]            [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-3066     [kernel.vmlinux]            [k] PageHuge
     0.00%     0.00%  iou-wrk-3066     [kernel.vmlinux]            [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] cpumask_next
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] super_cache_count
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]            [k] __cgroup_account_cputime_field
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3067     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3076     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3107     [kernel.vmlinux]            [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] account_system_index_time
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3075     [kernel.vmlinux]            [k] __cgroup_account_cputime_field
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3101     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3088     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __percpu_down_read
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] cgroup_can_fork
     0.00%     0.00%  iou-wrk-3135     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  kworker/16:1-ev  [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/16:1-ev  [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]            [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] get_next_freq
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]            [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]            [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] __do_softirq
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] note_gp_changes
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] rcu_core
     0.00%     0.00%  iou-wrk-3137     [kernel.vmlinux]            [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3128     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]            [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3072     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3131     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3105     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3083     [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] sched_clock
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] should_failslab
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] clear_buddies
     0.00%     0.00%  kworker/72:1-ev  [kernel.vmlinux]            [k] __list_del_entry_valid
     0.00%     0.00%  kworker/72:1-ev  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/72:1-ev  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/72:1-ev  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  iou-wrk-3096     [kernel.vmlinux]            [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] get_next_freq
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3080     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-3089     [kernel.vmlinux]            [k] make_kuid
     0.00%     0.00%  iou-wrk-3085     [kernel.vmlinux]            [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3093     [kernel.vmlinux]            [k] bvec_free
     0.00%     0.00%  iou-wrk-3074     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3113     [kernel.vmlinux]            [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3097     [kernel.vmlinux]            [k] enqueue_timer
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3136     [kernel.vmlinux]            [k] __rdgsbase_inactive
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] cgroup_move_task
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] cgroup_post_fork
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] css_set_move_task
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] task_rq_lock
     0.00%     0.00%  iou-wrk-3106     [kernel.vmlinux]            [k] tick_program_event
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]            [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] kfree_rcu_shrink_count
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] balance_fair
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] put_prev_task_balance
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  migration/33     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  iou-wrk-3125     [kernel.vmlinux]            [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-3082     [kernel.vmlinux]            [k] bio_free
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3098     [kernel.vmlinux]            [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3112     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3086     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.00%     0.00%  iou-wrk-3109     [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3075     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3062     [kernel.vmlinux]            [k] ext4_es_count
     0.00%     0.00%  iou-wrk-3067     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]            [k] dequeue_task
     0.00%     0.00%  iou-wrk-3127     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3110     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.00%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] policy_nodemask
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]            [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3099     [kernel.vmlinux]            [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3108     [kernel.vmlinux]            [k] prep_new_page
     0.00%     0.00%  iou-wrk-3065     [kernel.vmlinux]            [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]            [k] perf_swevent_stop
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]            [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3100     [kernel.vmlinux]            [k] __wake_up
     0.00%     0.00%  iou-wrk-3140     [kernel.vmlinux]            [k] x2apic_send_IPI
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3123     [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3132     [kernel.vmlinux]            [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3090     [kernel.vmlinux]            [k] __xas_next
     0.00%     0.00%  iou-wrk-3117     [kernel.vmlinux]            [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3070     [kernel.vmlinux]            [k] policy_node
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]            [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]            [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3077     [kernel.vmlinux]            [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3085     [kernel.vmlinux]            [k] get_nohz_timer_target
     0.00%     0.00%  iou-wrk-3121     [kernel.vmlinux]            [k] rw_verify_area
     0.00%     0.00%  iou-wrk-3089     [kernel.vmlinux]            [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3064     [kernel.vmlinux]            [k] bio_put
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3104     [kernel.vmlinux]            [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3103     [kernel.vmlinux]            [k] perf_swevent_start
     0.00%     0.00%  iou-wrk-3134     [kernel.vmlinux]            [k] detach_if_pending
     0.00%     0.00%  iou-wrk-3078     [kernel.vmlinux]            [k] __bio_add_page
     0.00%     0.00%  iou-wrk-3126     [kernel.vmlinux]            [k] rcu_sched_clock_irq
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] balance_fair
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] put_prev_task_balance
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  migration/31     [kernel.vmlinux]            [k] smpboot_thread_fn
