# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 853K of event 'cycles'
# Event count (approx.): 81032972670636
#
# Children      Self  Command          Shared Object       Symbol                                    
# ........  ........  ...............  ..................  ..........................................
#
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] insert_work
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] cgroup_exit
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] x86_pmu_disable
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] call_timer_fn
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] flush_smp_call_function_queue
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] move_pages_to_lru
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] enter_lazy_tlb
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] fput
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] __msecs_to_jiffies
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] vmpressure
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] enter_lazy_tlb
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] kernfs_iop_get_link
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] sugov_get_util
     0.00%     0.00%  :-1              [kernel.vmlinux]    [k] put_pid.part.0
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] hrtimer_wakeup
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] ttwu_do_activate
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] irq_work_run_list
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  kworker/78:2-mm  [kernel.vmlinux]    [k] kthread_data
     0.00%     0.00%  kworker/78:2-mm  [kernel.vmlinux]    [k] wq_worker_running
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] hrtimer_forward
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] total_mapcount
     0.00%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] try_to_inc_min_seq
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] __note_gp_changes
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] note_gp_changes
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __enqueue_entity
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] __softirqentry_text_start
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] queue_core_balance
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  kworker/16:1-ev  [kernel.vmlinux]    [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/16:1-ev  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/16:1-ev  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  kworker/16:1-ev  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/16:1-ev  [kernel.vmlinux]    [k] vmstat_update
     0.00%     0.00%  kworker/16:1-ev  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] update_dl_rq_load_avg
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] total_mapcount
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  nscd             [kernel.vmlinux]    [k] do_syscall_64
     0.00%     0.00%  nscd             [kernel.vmlinux]    [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] kthread_is_per_cpu
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] vmpressure
     0.00%     0.00%  kworker/0:3-eve  [kernel.vmlinux]    [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/0:3-eve  [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  kworker/0:3-eve  [kernel.vmlinux]    [k] queue_delayed_work_on
     0.00%     0.00%  kworker/0:3-eve  [kernel.vmlinux]    [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] ttwu_do_wakeup
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] acct_account_cputime
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] fput
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] get_work_pool
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] get_swappiness
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] pick_next_task_idle
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] set_next_task_idle
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] cr4_update_irqsoff
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] can_demote
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] try_to_inc_min_seq
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] timerqueue_add
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] perf_swevent_stop
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] ksoftirqd_running
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] mod_objcg_state
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] kmem_cache_free
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] perf_pmu_nop_void
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] switch_ldt
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] deactivate_task
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  top              [kernel.vmlinux]    [k] getname_flags
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] try_to_inc_min_seq
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] deactivate_task
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] rebalance_domains
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] sched_clock_tick
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] rcu_irq_exit
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] preempt_schedule_common
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  kworker/20:1-ev  [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] get_nr_evictable.isra.0
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] try_to_wake_up
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] raise_softirq
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] migrate_task_rq_fair
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] propagate_entity_cfs_rq
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] set_task_cpu
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] try_to_inc_min_seq
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] timekeeping_update
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] update_wall_time
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] profile_tick
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] sugov_iowait_boost
     0.00%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] rcu_core_si
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] flush_smp_call_function_queue
     0.00%     0.00%  kworker/42:1-ev  [kernel.vmlinux]    [k] __switch_to_asm
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] hrtimer_wakeup
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] ksoftirqd_running
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] hrtimer_wakeup
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] task_rq_lock
     0.00%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] propagate_entity_cfs_rq
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] task_change_group_fair
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]    [k] set_next_entity
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] get_nr_evictable.isra.0
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] send_call_function_single_ipi
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] generic_exec_single
     0.00%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] smp_call_function_single_async
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] native_read_msr
     0.00%     0.00%  :-1              [kernel.vmlinux]    [k] exit_io_context
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] set_root
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] account_kernel_stack
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] tick_do_update_jiffies64
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] kthread_is_per_cpu
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] perf_output_copy
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] __perf_event__output_id_sample
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] memcpy
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] perf_event_comm
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] perf_event_comm_output
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] perf_iterate_sb
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] page_mapping
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] set_next_task_idle
     0.00%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] queued_write_lock_slowpath
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] update_rt_rq_load_avg
     0.00%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] ksoftirqd_running
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] common_interrupt
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] asm_common_interrupt
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] __wake_up_common_lock
     0.00%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] enqueue_task_fair
     0.00%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] effective_cpu_util
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] try_to_inc_min_seq
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] asm_sysvec_call_function_single
     0.00%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  top              [kernel.vmlinux]    [k] __fput
     0.00%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] try_to_inc_min_seq
     0.00%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] account_process_tick
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] raise_softirq
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] timerqueue_add
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] get_swappiness
     0.00%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  kworker/38:1-ev  [kernel.vmlinux]    [k] dequeue_task_fair
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  kworker/76:2-ev  [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] can_demote
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] sugov_get_util
     0.00%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] put_prev_task_fair
     0.00%     0.00%  kworker/74:2-mm  [kernel.vmlinux]    [k] find_vmap_area
     0.00%     0.00%  kworker/74:2-mm  [kernel.vmlinux]    [k] __vunmap
     0.00%     0.00%  kworker/74:2-mm  [kernel.vmlinux]    [k] free_work
     0.00%     0.00%  kworker/12:1-ev  [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/12:1-ev  [kernel.vmlinux]    [k] __vunmap
     0.00%     0.00%  kworker/12:1-ev  [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/12:1-ev  [kernel.vmlinux]    [k] find_vmap_area
     0.00%     0.00%  kworker/12:1-ev  [kernel.vmlinux]    [k] free_work
     0.00%     0.00%  kworker/12:1-ev  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] __update_idle_core
     0.00%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] account_process_tick
     0.00%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] rcu_do_batch
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] __softirqentry_text_start
