# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 9102693993722
#
# Children      Self  Command          Shared Object     Symbol                                  
# ........  ........  ...............  ................  ........................................
#
     1.25%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.24%     0.01%  iou-wrk-3166     [kernel.vmlinux]  [k] io_worker_handle_work
     1.23%     0.00%  swapper          [kernel.vmlinux]  [k] cpuidle_enter
     1.23%     0.01%  swapper          [kernel.vmlinux]  [k] cpuidle_enter_state
     1.23%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] filemap_get_pages
     1.23%     0.02%  iou-wrk-3153     [kernel.vmlinux]  [k] filemap_read
     1.22%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.22%     0.03%  iou-wrk-3144     [kernel.vmlinux]  [k] filemap_read
     1.22%     0.03%  iou-wrk-3128     [kernel.vmlinux]  [k] filemap_read
     1.21%     0.01%  iou-wrk-3165     [kernel.vmlinux]  [k] filemap_get_pages
     1.21%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] io_wq_submit_work
     1.21%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] filemap_get_pages
     1.21%     0.01%  iou-wrk-3145     [kernel.vmlinux]  [k] io_read
     1.21%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] io_issue_sqe
     1.21%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.21%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] filemap_get_pages
     1.21%     0.03%  iou-wrk-3129     [kernel.vmlinux]  [k] filemap_read
     1.21%     0.03%  iou-wrk-3157     [kernel.vmlinux]  [k] filemap_read
     1.21%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] filemap_get_pages
     1.21%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] filemap_get_pages
     1.21%     0.01%  iou-wrk-3150     [kernel.vmlinux]  [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] filemap_get_pages
     1.19%     0.01%  iou-wrk-3166     [kernel.vmlinux]  [k] io_issue_sqe
     1.19%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] io_wq_submit_work
     1.19%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] io_read
     1.19%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3146     [kernel.vmlinux]  [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.17%     0.01%  iou-wrk-3161     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.16%     0.03%  iou-wrk-3145     [kernel.vmlinux]  [k] filemap_read
     1.15%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.15%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] filemap_get_pages
     1.15%     0.01%  iou-wrk-3164     [kernel.vmlinux]  [k] filemap_get_pages
     1.14%     0.02%  iou-wrk-3166     [kernel.vmlinux]  [k] filemap_read
     1.14%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.14%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.14%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.13%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.13%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] filemap_get_pages
     1.13%     0.01%  iou-wrk-3136     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.12%     0.01%  iou-wrk-3155     [kernel.vmlinux]  [k] filemap_get_pages
     1.11%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] filemap_get_pages
     1.11%     0.01%  iou-wrk-3127     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.11%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.09%     0.01%  iou-wrk-3165     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.09%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] filemap_get_pages
     1.08%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.08%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.07%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] filemap_get_pages
     1.07%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.07%     0.01%  iou-wrk-3143     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.07%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] filemap_get_pages
     1.07%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] filemap_get_pages
     1.07%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.06%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.06%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.05%     0.01%  iou-wrk-3138     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.04%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] filemap_get_pages
     1.04%     0.01%  iou-wrk-3146     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] filemap_get_pages
     1.03%     0.48%  fio              [kernel.vmlinux]  [k] _raw_spin_lock
     1.02%     0.00%  iou-wrk-3140     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] filemap_get_pages
     1.01%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     1.01%     0.01%  iou-wrk-3145     [kernel.vmlinux]  [k] filemap_get_pages
     1.01%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] filemap_get_pages
     1.00%     0.01%  iou-wrk-3164     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.97%     0.01%  iou-wrk-3153     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.97%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.96%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.96%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.96%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.95%     0.95%  swapper          [kernel.vmlinux]  [k] intel_idle
     0.94%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.94%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.92%     0.00%  iou-wrk-3128     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.92%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.90%     0.01%  iou-wrk-3145     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.89%     0.00%  iou-wrk-3166     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.89%     0.87%  fio              [kernel.vmlinux]  [k] available_idle_cpu
     0.87%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.87%     0.03%  fio              [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.72%     0.06%  fio              [kernel.vmlinux]  [k] ttwu_do_wakeup
     0.71%     0.00%  swapper          [kernel.vmlinux]  [k] schedule_idle
     0.71%     0.07%  swapper          [kernel.vmlinux]  [k] __schedule
     0.71%     0.30%  fio              [kernel.vmlinux]  [k] update_curr
     0.67%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] read_pages
     0.66%     0.07%  fio              [kernel.vmlinux]  [k] check_preempt_curr
     0.66%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.65%     0.00%  kswapd0          [kernel.vmlinux]  [k] balance_pgdat
     0.65%     0.00%  kswapd0          [kernel.vmlinux]  [k] kswapd
     0.65%     0.00%  kswapd0          [kernel.vmlinux]  [k] kthread
     0.65%     0.00%  kswapd0          [kernel.vmlinux]  [k] ret_from_fork
     0.65%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_node
     0.65%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] read_pages
     0.65%     0.01%  iou-wrk-3130     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.65%     0.00%  kswapd0          [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.65%     0.00%  kswapd0          [kernel.vmlinux]  [k] shrink_lruvec
     0.64%     0.02%  kswapd0          [kernel.vmlinux]  [k] evict_pages
     0.61%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] read_pages
     0.61%     0.01%  iou-wrk-3132     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.61%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] submit_bio
     0.60%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] submit_bio
     0.60%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] read_pages
     0.60%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] submit_bio_noacct
     0.60%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] read_pages
     0.60%     0.00%  iou-wrk-3130     [kernel.vmlinux]  [k] __submit_bio
     0.59%     0.00%  iou-wrk-3133     [kernel.vmlinux]  [k] submit_bio_noacct
     0.59%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.59%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] __submit_bio
     0.59%     0.01%  iou-wrk-3154     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.58%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] read_pages
     0.58%     0.24%  fio              [kernel.vmlinux]  [k] check_preempt_wakeup
     0.57%     0.01%  iou-wrk-3143     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.57%     0.11%  fio              [kernel.vmlinux]  [k] put_prev_entity
     0.56%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] submit_bio
     0.56%     0.01%  iou-wrk-3133     [kernel.vmlinux]  [k] pmem_submit_bio
     0.56%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] submit_bio
     0.56%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] __alloc_pages
     0.55%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] submit_bio_noacct
     0.55%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] submit_bio_noacct
     0.55%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] __submit_bio
     0.55%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] __submit_bio
     0.54%     0.53%  fio              [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.54%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] read_pages
     0.54%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] read_pages
     0.53%     0.16%  iou-wrk-3147     [kernel.vmlinux]  [k] schedule_timeout
     0.53%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] read_pages
     0.53%     0.01%  iou-wrk-3158     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.53%     0.01%  iou-wrk-3162     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.53%     0.01%  iou-wrk-3137     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.53%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] schedule_timeout
     0.53%     0.01%  iou-wrk-3137     [kernel.vmlinux]  [k] __alloc_pages
     0.52%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] pmem_submit_bio
     0.52%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] submit_bio
     0.52%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] read_pages
     0.52%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] pmem_submit_bio
     0.52%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] read_pages
     0.51%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] submit_bio
     0.51%     0.01%  iou-wrk-3142     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] read_pages
     0.51%     0.00%  iou-wrk-3155     [kernel.vmlinux]  [k] read_pages
     0.51%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.51%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] read_pages
     0.51%     0.00%  iou-wrk-3165     [kernel.vmlinux]  [k] read_pages
     0.51%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] __submit_bio
     0.51%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] submit_bio_noacct
     0.51%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] __alloc_pages
     0.50%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] submit_bio_noacct
     0.50%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] __submit_bio
     0.50%     0.01%  iou-wrk-3160     [kernel.vmlinux]  [k] __alloc_pages
     0.50%     0.01%  iou-wrk-3136     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3148     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3155     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.50%     0.50%  iou-wrk-3152     [kernel.vmlinux]  [k] copy_mc_fragile
     0.50%     0.00%  iou-wrk-3152     [kernel.vmlinux]  [k] pmem_do_read
     0.50%     0.01%  iou-wrk-3154     [kernel.vmlinux]  [k] pmem_submit_bio
     0.50%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.50%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] shrink_node
     0.50%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] try_to_free_pages
     0.50%     0.11%  fio              [kernel.vmlinux]  [k] set_next_entity
     0.50%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] read_pages
     0.50%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] read_pages
     0.50%     0.01%  iou-wrk-3165     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.49%     0.00%  iou-wrk-3151     [kernel.vmlinux]  [k] shrink_lruvec
     0.49%     0.01%  iou-wrk-3139     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] read_pages
     0.49%     0.00%  iou-wrk-3132     [kernel.vmlinux]  [k] pmem_do_read
     0.49%     0.01%  iou-wrk-3151     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3164     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.01%  iou-wrk-3151     [kernel.vmlinux]  [k] evict_pages
     0.49%     0.00%  iou-wrk-3141     [kernel.vmlinux]  [k] read_pages
     0.49%     0.49%  iou-wrk-3132     [kernel.vmlinux]  [k] copy_mc_fragile
     0.49%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] read_pages
     0.49%     0.02%  iou-wrk-3141     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] read_pages
     0.49%     0.00%  iou-wrk-3135     [kernel.vmlinux]  [k] read_pages
     0.49%     0.00%  iou-wrk-3147     [kernel.vmlinux]  [k] read_pages
     0.49%     0.01%  iou-wrk-3143     [kernel.vmlinux]  [k] pmem_submit_bio
     0.49%     0.00%  iou-wrk-3134     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.49%     0.01%  iou-wrk-3127     [kernel.vmlinux]  [k] read_pages
     0.49%     0.01%  iou-wrk-3149     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.00%  iou-wrk-3139     [kernel.vmlinux]  [k] __alloc_pages
     0.48%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] submit_bio
     0.48%     0.01%  iou-wrk-3135     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.00%  iou-wrk-3159     [kernel.vmlinux]  [k] read_pages
     0.48%     0.06%  fio              [kernel.vmlinux]  [k] sched_clock_cpu
     0.48%     0.01%  iou-wrk-3147     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.48%     0.00%  iou-wrk-3154     [kernel.vmlinux]  [k] pmem_do_read
     0.48%     0.01%  iou-wrk-3159     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.47%     0.01%  iou-wrk-3131     [kernel.vmlinux]  [k] schedule_timeout
     0.47%     0.47%  iou-wrk-3154     [kernel.vmlinux]  [k] copy_mc_fragile
     0.47%     0.00%  iou-wrk-3127     [kernel.vmlinux]  [k] __alloc_pages
     0.47%     0.01%  iou-wrk-3127     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.47%     0.00%  iou-wrk-3161     [kernel.vmlinux]  [k] read_pages
     0.47%     0.02%  kswapd0          [kernel.vmlinux]  [k] shrink_page_list
     0.47%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.47%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] read_pages
     0.47%     0.00%  iou-wrk-3138     [kernel.vmlinux]  [k] read_pages
     0.47%     0.01%  iou-wrk-3161     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.47%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] submit_bio
     0.47%     0.01%  iou-wrk-3134     [kernel.vmlinux]  [k] schedule_timeout
     0.47%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] submit_bio_noacct
     0.46%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] submit_bio
     0.46%     0.00%  iou-wrk-3158     [kernel.vmlinux]  [k] __submit_bio
     0.46%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] schedule
     0.46%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] submit_bio_noacct
     0.46%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] submit_bio
     0.46%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.46%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] shrink_node
     0.46%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] try_to_free_pages
     0.46%     0.01%  iou-wrk-3146     [kernel.vmlinux]  [k] read_pages
     0.46%     0.02%  iou-wrk-3142     [kernel.vmlinux]  [k] __schedule
     0.46%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.46%     0.00%  iou-wrk-3145     [kernel.vmlinux]  [k] read_pages
     0.46%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.46%     0.00%  iou-wrk-3150     [kernel.vmlinux]  [k] submit_bio_noacct
     0.46%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] __submit_bio
     0.46%     0.00%  iou-wrk-3131     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.01%  iou-wrk-3160     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.01%  iou-wrk-3138     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.01%  iou-wrk-3150     [kernel.vmlinux]  [k] __submit_bio
     0.46%     0.01%  iou-wrk-3162     [kernel.vmlinux]  [k] __alloc_pages
     0.46%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.46%     0.00%  iou-wrk-3137     [kernel.vmlinux]  [k] shrink_lruvec
     0.46%     0.01%  iou-wrk-3145     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-3156     [kernel.vmlinux]  [k] read_pages
     0.46%     0.14%  iou-wrk-3137     [kernel.vmlinux]  [k] evict_pages
     0.46%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.46%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] shrink_node
     0.46%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] try_to_free_pages
     0.45%     0.45%  iou-wrk-3143     [kernel.vmlinux]  [k] copy_mc_fragile
     0.45%     0.00%  iou-wrk-3143     [kernel.vmlinux]  [k] pmem_do_read
     0.45%     0.01%  iou-wrk-3146     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.45%     0.22%  fio              [kernel.vmlinux]  [k] psi_task_switch
     0.45%     0.00%  iou-wrk-3153     [kernel.vmlinux]  [k] read_pages
     0.45%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] submit_bio
     0.45%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.45%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] shrink_node
     0.45%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] try_to_free_pages
     0.45%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] submit_bio
     0.45%     0.01%  iou-wrk-3158     [kernel.vmlinux]  [k] pmem_submit_bio
     0.45%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] __submit_bio
     0.45%     0.00%  iou-wrk-3162     [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.01%  iou-wrk-3149     [kernel.vmlinux]  [k] evict_pages
     0.45%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.45%     0.00%  iou-wrk-3149     [kernel.vmlinux]  [k] shrink_lruvec
     0.45%     0.01%  iou-wrk-3157     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.45%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] read_pages
     0.45%     0.01%  iou-wrk-3156     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.45%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] submit_bio
     0.45%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3157     [kernel.vmlinux]  [k] schedule_timeout
     0.45%     0.01%  iou-wrk-3160     [kernel.vmlinux]  [k] evict_pages
     0.45%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.45%     0.00%  iou-wrk-3160     [kernel.vmlinux]  [k] shrink_lruvec
     0.45%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3163     [kernel.vmlinux]  [k] read_pages
     0.45%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] __alloc_pages
     0.45%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] read_pages
     0.44%     0.00%  iou-wrk-3144     [kernel.vmlinux]  [k] __submit_bio
     0.44%     0.00%  iou-wrk-3148     [kernel.vmlinux]  [k] __submit_bio
     0.44%     0.23%  fio              [kernel.vmlinux]  [k] reweight_entity
     0.44%     0.00%  iou-wrk-3142     [kernel.vmlinux]  [k] submit_bio
     0.44%     0.01%  iou-wrk-3153     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.44%     0.00%  iou-wrk-3129     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.44%     0.01%  iou-wrk-3136     [kernel.vmlinux]  [k] __submit_bio
     0.44%     0.00%  iou-wrk-3136     [kernel.vmlinux]  [k] submit_bio_noacct
