# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 64155171953591
#
# Children      Self  Command          Shared Object       Symbol                                             
# ........  ........  ...............  ..................  ...................................................
#
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __rmqueue_pcplist
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] get_page_from_freelist
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] set_next_entity
     0.00%     0.00%  top              [kernel.vmlinux]    [k] seq_open
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __ext4_get_inode_loc
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] ext4_get_inode_loc
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] mutex_lock
     0.00%     0.00%  top              [kernel.vmlinux]    [k] memset_erms
     0.00%     0.00%  top              [kernel.vmlinux]    [k] security_file_alloc
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] mark_buffer_dirty
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] ext4_da_get_block_prep
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  migration/9      [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/9      [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  migration/31     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  migration/31     [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  top              libc-2.29.so        [.] __close
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __bitmap_subset
     0.00%     0.00%  top              [kernel.vmlinux]    [k] get_pid_task
     0.00%     0.00%  top              [kernel.vmlinux]    [k] pid_revalidate
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __ext4_journal_stop
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] jbd2_journal_stop
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  kworker/75:1-ev  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  top              [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  top              [kernel.vmlinux]    [k] __fput
     0.00%     0.00%  top              [kernel.vmlinux]    [k] kfree
     0.00%     0.00%  top              [kernel.vmlinux]    [k] obj_cgroup_uncharge_pages
     0.00%     0.00%  top              [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  top              [kernel.vmlinux]    [k] single_release
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/77     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] cpu_stop_queue_work
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] wake_up_q
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] watchdog_timer_fn
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/5      [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] acpi_ex_system_memory_space_handler
     0.00%     0.00%  sssd_be          [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  sssd_be          [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  sssd_be          [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] entry_SYSCALL_64
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  top              [kernel.vmlinux]    [k] next_tgid
     0.00%     0.00%  sssd_be          [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  sssd_be          [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] nohz_run_idle_balance
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] enqueue_task_fair
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] mutex_unlock
     0.00%     0.00%  migration/31     [kernel.vmlinux]    [k] idle_cpu
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/67     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/67     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  kworker/67:1-mm  [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  migration/47     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] do_syscall_64
     0.00%     0.00%  kworker/49:1H-k  [kernel.vmlinux]    [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/49:1H-k  [kernel.vmlinux]    [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/49:1H-k  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  top              [kernel.vmlinux]    [k] get_obj_cgroup_from_current
     0.00%     0.00%  top              [kernel.vmlinux]    [k] do_task_stat
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] ext4_end_io_rsv_work
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] profile_tick
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] enqueue_entity
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] timekeeping_advance
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] update_wall_time
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] security_file_alloc
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] __alloc_file
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] alloc_empty_file
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] do_filp_open
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] do_sys_open
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] do_sys_openat2
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] path_openat
     0.00%     0.00%  kworker/u162:2-  [kernel.vmlinux]    [k] __mod_node_page_state
     0.00%     0.00%  kworker/u162:2-  [kernel.vmlinux]    [k] __mod_lruvec_state
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] ext4_finish_bio
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] ext4_release_io_end
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ex_system_memory_space_handler
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] jbd2_journal_commit_transaction
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] kjournald2
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] end_page_writeback
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] __x64_sys_select
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] core_sys_select
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] do_select
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] kern_select
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  sendmail         [kernel.vmlinux]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] io_schedule
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] ext4_mark_iloc_dirty
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] do_syscall_64
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] entry_SYSCALL_64
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] __x64_sys_epoll_wait
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] do_epoll_wait
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] do_syscall_64
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] entry_SYSCALL_64
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] xas_load
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] smp_call_function_many_cond
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] arch_jump_label_transform_apply
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] on_each_cpu_cond_mask
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] text_poke_bp_batch
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] text_poke_finish
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  kworker/5:1-mm_  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] hrtimer_force_reprogram
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  kworker/69:1-mm  [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/69:1-mm  [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] do_syscall_64
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] entry_SYSCALL_64
     0.00%     0.00%  lvmetad          [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  lvmetad          [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] __wait_on_bit
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] bit_wait_io
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]    [k] out_of_line_wait_on_bit
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  top              [kernel.vmlinux]    [k] selinux_task_getioprio
     0.00%     0.00%  top              [kernel.vmlinux]    [k] __x64_sys_sched_getaffinity
     0.00%     0.00%  top              [kernel.vmlinux]    [k] sched_getaffinity
     0.00%     0.00%  top              [kernel.vmlinux]    [k] security_task_getscheduler
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] x86_pmu_disable
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] get_obj_cgroup_from_current
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] alloc_buffer_head
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] alloc_page_buffers
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] create_empty_buffers
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  systemd-logind   [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] test_clear_page_writeback
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __pagevec_lru_add
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] __x64_sys_execve
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] bprm_execve
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] do_execveat_common.isra.0
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] load_elf_binary
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] release_pages
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] setup_arg_pages
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] shift_arg_pages
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] tlb_finish_mmu
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] tlb_flush_mmu
     0.00%     0.00%  systemd-tmpfile  [kernel.vmlinux]    [k] uncharge_batch
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]    [k] acpi_ex_system_memory_space_handler
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] __x64_sys_select
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] core_sys_select
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] do_select
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] kern_select
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  chronyd          [kernel.vmlinux]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  migration/63     [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] acpi_ex_write_with_update_rule
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/69     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/61     [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] __x64_sys_epoll_wait
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] do_epoll_wait
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_is_valid_space_id
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] static_key_enable
     0.00%     0.00%  kworker/1:1-mm_  [kernel.vmlinux]    [k] static_key_enable_cpuslocked
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  migration/7      [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/49     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] update_rt_rq_load_avg
     0.00%     0.00%  kworker/3:1-mm_  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/3:1-mm_  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/3:1-mm_  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  migration/59     [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  migration/29     [kernel.vmlinux]    [k] idle_cpu
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __mod_lruvec_page_state
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __mod_memcg_lruvec_state
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __set_page_dirty
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] ext4_da_write_end
     0.00%     0.00%  migration/67     [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  migration/67     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  top              [kernel.vmlinux]    [k] pid_nr_ns
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] map_id_up
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/65:1-mm  [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] balance_dirty_pages_ratelimited
     0.00%     0.00%  kworker/u160:3   [nfit]              [k] ars_start
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] start_this_handle
     0.00%     0.00%  python3          [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/75     [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] cpuidle_get_cpu_driver
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] down_read
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]    [k] prepare_to_swait_event
     0.00%     0.00%  systemd          [kernel.vmlinux]    [k] can_migrate_task
     0.00%     0.00%  kworker/u160:1-  [nfit]              [k] ars_start
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] do_syscall_64
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]    [k] entry_SYSCALL_64
     0.00%     0.00%  kworker/u160:0-  [kernel.vmlinux]    [k] _find_next_bit
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] poll_freewait
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] remove_wait_queue
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] rcu_all_qs
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] __cond_resched
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] kmem_cache_free
     0.00%     0.00%  perf             [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] newidle_balance
     0.00%     0.00%  migration/43     [kernel.vmlinux]    [k] put_prev_task_balance
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] scsi_device_unbusy
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __common_interrupt
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] __handle_irq_event_percpu
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] asm_common_interrupt
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] common_interrupt
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] handle_edge_irq
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] handle_irq_event
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] handle_irq_event_percpu
     0.00%     0.00%  swapper          [kernel.vmlinux]    [k] scsi_finish_command
     0.00%     0.00%  swapper          [megaraid_sas]      [k] complete_cmd_fusion
     0.00%     0.00%  swapper          [megaraid_sas]      [k] megasas_isr_fusion
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] balance_fair
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  migration/57     [kernel.vmlinux]    [k] load_balance
