# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 32094324233218
#
# Children      Self  Command          Shared Object       Symbol                                              
# ........  ........  ...............  ..................  ....................................................
#
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] wakeup_preempt_entity.isra.0
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] xas_nomem
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] __swap_duplicate
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] rmap_walk_anon
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] swap_duplicate
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] try_to_unmap
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] try_to_unmap_one
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] restore_regs_and_return_to_kernel
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] anon_vma_interval_tree_iter_next
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] rmap_walk_anon
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] error_return
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] get_random_u32
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] __bitmap_and
     0.00%     0.00%  kworker/58:2-mm  [kernel.vmlinux]    [k] __free_one_page
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] next_demotion_node
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] bpf_lsm_file_permission
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] xas_nomem
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] kfree_rcu_shrink_count
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] perf_swevent_start
     0.00%     0.00%  kworker/78:2-mm  [kernel.vmlinux]    [k] psi_task_switch
     0.00%     0.00%  kworker/78:2-mm  [kernel.vmlinux]    [k] __sched_text_start
     0.00%     0.00%  kworker/78:2-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] kthread_is_per_cpu
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] call_timer_fn
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] node_page_state
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] perf_swevent_stop
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] __wake_up
     0.00%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] css_next_descendant_pre
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] __swap_duplicate
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] swap_duplicate
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] can_demote
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] account_process_tick
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] perf_swevent_stop
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] native_read_msr
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] try_to_unmap_one
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] try_to_unmap
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] irqentry_exit
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] ksoftirqd_running
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] x86_pmu_disable
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] xas_nomem
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] resched_curr
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] page_vma_mapped_walk
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] page_referenced_one
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] rmap_walk_file
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3638     [kernel.vmlinux]    [k] xas_nomem
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] hrtimer_run_queues
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] bvec_free
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] x86_pmu_disable
     0.00%     0.00%  iou-wrk-3663     [bnxt_en]           [k] bnxt_msix
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] perf_swevent_start
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] mempool_free_slab
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] account_process_tick
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]    [k] update_load_avg
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]    [k] pick_next_task_fair
     0.00%     0.00%  kworker/68:2-mm  [kernel.vmlinux]    [k] set_next_entity
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] node_page_state
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] set_next_buddy
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] __wake_up
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] node_page_state
     0.00%     0.00%  kworker/60:2-mm  [kernel.vmlinux]    [k] __list_del_entry_valid
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] timerqueue_add
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] rb_next
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] can_demote
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3626     [megaraid_sas]      [k] complete_cmd_fusion
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] __common_interrupt
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] __handle_irq_event_percpu
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] asm_common_interrupt
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] common_interrupt
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] handle_edge_irq
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] handle_irq_event
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] handle_irq_event_percpu
     0.00%     0.00%  iou-wrk-3626     [megaraid_sas]      [k] megasas_isr_fusion
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] x86_pmu_disable
     0.00%     0.00%  iou-wrk-3653     [kernel.vmlinux]    [k] hrtimer_forward
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] update_rt_rq_load_avg
     0.00%     0.00%  kworker/12:1-mm  [kernel.vmlinux]    [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/12:1-mm  [kernel.vmlinux]    [k] vmstat_update
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] update_wall_time
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __x2apic_send_IPI_dest
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] profile_tick
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] rcu_qs
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] resched_curr
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3652     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] hrtimer_forward
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] default_wake_function
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] __cgroup_account_cputime_field
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] __do_softirq
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] update_dl_rq_load_avg
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] tick_do_update_jiffies64
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] __wake_up
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] set_next_buddy
     0.00%     0.00%  kworker/40:2-mm  [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/40:2-mm  [kernel.vmlinux]    [k] _raw_spin_lock
     0.00%     0.00%  kworker/40:2-mm  [kernel.vmlinux]    [k] drain_local_pages_wq
     0.00%     0.00%  kworker/40:2-mm  [kernel.vmlinux]    [k] drain_pages
     0.00%     0.00%  kworker/40:2-mm  [kernel.vmlinux]    [k] drain_pages_zone
     0.00%     0.00%  kworker/40:2-mm  [kernel.vmlinux]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/40:2-mm  [kernel.vmlinux]    [k] process_one_work
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] __activate_page
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] perf_swevent_stop
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3650     [kernel.vmlinux]    [k] irqentry_exit
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] hrtimer_forward
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] mem_cgroup_from_id
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] send_call_function_single_ipi
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] generic_exec_single
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] smp_call_function_single_async
     0.00%     0.00%  iou-wrk-3641     [kernel.vmlinux]    [k] vmpressure
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3663     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3648     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-3639     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3634     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] perf_pmu_nop_void
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-3645     [kernel.vmlinux]    [k] default_wake_function
     0.00%     0.00%  iou-wrk-3630     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] migrate_task_rq_fair
     0.00%     0.00%  iou-wrk-3654     [kernel.vmlinux]    [k] set_task_cpu
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] resched_curr
     0.00%     0.00%  iou-wrk-3625     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] profile_tick
     0.00%     0.00%  iou-wrk-3649     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3636     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __remove_hrtimer
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  iou-wrk-3628     [kernel.vmlinux]    [k] cpuacct_account_field
     0.00%     0.00%  iou-wrk-3657     [kernel.vmlinux]    [k] try_to_unmap_flush
     0.00%     0.00%  iou-wrk-3632     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] irqentry_exit
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] try_to_unmap_flush
     0.00%     0.00%  iou-wrk-3635     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3640     [kernel.vmlinux]    [k] refill_stock
     0.00%     0.00%  iou-wrk-3667     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] __cgroup_account_cputime_field
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] place_entity
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] kthread_is_per_cpu
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] call_timer_fn
     0.00%     0.00%  iou-wrk-3647     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] set_nlink
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] kernfs_iop_permission
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] update_dl_rq_load_avg
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] __do_softirq
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3661     [kernel.vmlinux]    [k] update_blocked_averages
     0.00%     0.00%  iou-wrk-3626     [kernel.vmlinux]    [k] get_next_freq
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3643     [kernel.vmlinux]    [k] fput
     0.00%     0.00%  iou-wrk-3642     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-3644     [kernel.vmlinux]    [k] place_entity
     0.00%     0.00%  iou-wrk-3637     [kernel.vmlinux]    [k] set_task_cpu
     0.00%     0.00%  iou-wrk-3631     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] call_timer_fn
     0.00%     0.00%  iou-wrk-3655     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3629     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3627     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3633     [kernel.vmlinux]    [k] x86_pmu_disable
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3665     [kernel.vmlinux]    [k] check_preempt_curr
     0.00%     0.00%  iou-wrk-3660     [kernel.vmlinux]    [k] fput
     0.00%     0.00%  iou-wrk-3664     [kernel.vmlinux]    [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3659     [kernel.vmlinux]    [k] mem_cgroup_calculate_protection
     0.00%     0.00%  iou-wrk-3646     [kernel.vmlinux]    [k] rcu_is_cpu_rrupt_from_idle
