# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 31306094655244
#
# Children      Self  Command          Shared Object               Symbol                                       
# ........  ........  ...............  ..........................  .............................................
#
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] load_new_mm_cr3
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] should_failslab
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] poll_idle
     0.00%     0.00%  iou-wrk-3027     [kernel.vmlinux]            [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] timerqueue_add
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] update_wall_time
     0.00%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] __acct_update_integrals
     0.00%     0.00%  kworker/3:1-eve  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/3:1-eve  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/3:1-eve  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] resched_curr
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] x2apic_send_IPI
     0.00%     0.00%  iou-wrk-3026     [kernel.vmlinux]            [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3030     [kernel.vmlinux]            [k] should_failslab
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] x86_pmu_disable
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3025     [kernel.vmlinux]            [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3033     [kernel.vmlinux]            [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] fput
     0.00%     0.00%  iou-wrk-3009     [kernel.vmlinux]            [k] ktime_get_update_offsets_now
     0.00%     0.00%  kworker/u162:11  [kernel.vmlinux]            [k] clear_page_dirty_for_io
     0.00%     0.00%  iou-wrk-3029     [kernel.vmlinux]            [k] kfree_rcu_shrink_count
     0.00%     0.00%  iou-wrk-3028     [kernel.vmlinux]            [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  iou-wrk-3020     [kernel.vmlinux]            [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3041     [kernel.vmlinux]            [k] sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] irqentry_enter
     0.00%     0.00%  iou-wrk-3039     [kernel.vmlinux]            [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  top              [kernel.vmlinux]            [k] do_exit
     0.00%     0.00%  top              [kernel.vmlinux]            [k] do_group_exit
     0.00%     0.00%  top              [kernel.vmlinux]            [k] 0xffffffff960e7054
     0.00%     0.00%  iou-wrk-3023     [kernel.vmlinux]            [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  iou-wrk-3007     [kernel.vmlinux]            [k] rebalance_domains
     0.00%     0.00%  kworker/43:1-ev  [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  kworker/43:1-ev  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/43:1-ev  [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  kworker/43:1-ev  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/43:1-ev  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] free_vmap_area_rb_augment_cb_rotate
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __get_vm_area_node.constprop.0
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] __vmalloc_node_range
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] alloc_vmap_area
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] create_worker_cb
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] insert_vmap_area_augment.constprop.0
     0.00%     0.00%  iou-wrk-3031     [kernel.vmlinux]            [k] sched_clock_tick
     0.00%     0.00%  iou-wrk-3014     [kernel.vmlinux]            [k] bio_put
     0.00%     0.00%  iou-wrk-3035     [kernel.vmlinux]            [k] do_page_cache_ra
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]            [k] jbd2_journal_commit_transaction
     0.00%     0.00%  iou-wrk-3021     [kernel.vmlinux]            [k] perf_pmu_enable.part.0
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] migrate_task_rq_fair
     0.00%     0.00%  fio              [kernel.vmlinux]            [k] set_task_cpu
     0.00%     0.00%  migration/71     [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/71     [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-3036     [kernel.vmlinux]            [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] sysvec_reschedule_ipi
     0.00%     0.00%  top              [kernel.vmlinux]            [k] __handle_mm_fault
     0.00%     0.00%  top              [kernel.vmlinux]            [k] asm_exc_page_fault
     0.00%     0.00%  top              [kernel.vmlinux]            [k] do_user_addr_fault
     0.00%     0.00%  top              [kernel.vmlinux]            [k] exc_page_fault
     0.00%     0.00%  top              [kernel.vmlinux]            [k] handle_mm_fault
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] native_read_msr
     0.00%     0.00%  iou-wrk-3006     [kernel.vmlinux]            [k] put_cpu_partial
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] llist_reverse_order
     0.00%     0.00%  iou-wrk-3042     [kernel.vmlinux]            [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3008     [kernel.vmlinux]            [k] update_cfs_rq_h_load
     0.00%     0.00%  iou-wrk-3034     [kernel.vmlinux]            [k] __wake_up
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] __bitmap_and
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] __list_del_entry_valid
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] run_rebalance_domains
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] __update_load_avg_se
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] set_next_entity
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  migration/46     [kernel.vmlinux]            [k] update_load_avg
     0.00%     0.00%  fio              fio                         [.] utime_since_now
     0.00%     0.00%  kworker/75:0-mm  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/75:0-mm  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/75:0-mm  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  kworker/u160:2-  [kernel.vmlinux]            [k] cleanup_net
     0.00%     0.00%  iou-wrk-3040     [kernel.vmlinux]            [k] bvec_free
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] should_fail_bio
     0.00%     0.00%  top              [kernel.vmlinux]            [k] __fput
     0.00%     0.00%  top              [kernel.vmlinux]            [k] exit_to_user_mode_prepare
     0.00%     0.00%  top              [kernel.vmlinux]            [k] single_release
     0.00%     0.00%  top              [kernel.vmlinux]            [k] syscall_exit_to_user_mode
     0.00%     0.00%  top              [kernel.vmlinux]            [k] task_work_run
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] __next_timer_interrupt
     0.00%     0.00%  iou-wrk-3037     [kernel.vmlinux]            [k] asm_sysvec_call_function
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] hrtimer_wakeup
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] native_irq_return_iret
     0.00%     0.00%  kworker/3:1-eve  [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  kworker/3:1-eve  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/3:1-eve  [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  kworker/3:1-eve  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/3:1-eve  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  kworker/25:1-ev  [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/25:1-ev  [kernel.vmlinux]            [k] process_one_work
     0.00%     0.00%  kworker/u160:2-  [kernel.vmlinux]            [k] inet_twsk_purge
     0.00%     0.00%  kworker/57:1-ev  [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/57:1-ev  [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] balance_fair
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] put_prev_task_balance
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  migration/41     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  migration/54     [kernel.vmlinux]            [k] enqueue_entity
     0.00%     0.00%  migration/54     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/54     [kernel.vmlinux]            [k] enqueue_task_fair
     0.00%     0.00%  migration/54     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/54     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/54     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/54     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/54     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] update_curr
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] enqueue_entity
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] enqueue_task_fair
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/56     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  kworker/u162:11  [kernel.vmlinux]            [k] __mod_lruvec_page_state
     0.00%     0.00%  kworker/u160:2-  [kernel.vmlinux]            [k] rcu_read_unlock_strict
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] sugov_update_single_freq
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] migrate_task_rq_fair
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] set_task_cpu
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  migration/58     [kernel.vmlinux]            [k] update_load_avg
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] rcu_eqs_exit.constprop.0
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] balance_fair
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] put_prev_task_balance
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/15     [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] raw_spin_rq_unlock
     0.00%     0.00%  kworker/21:1-ev  [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  kworker/21:1-ev  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/21:1-ev  [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  kworker/21:1-ev  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/21:1-ev  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  kworker/u160:2-  [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kworker/u160:2-  [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  kworker/u160:2-  [kernel.vmlinux]            [k] _raw_spin_lock_irqsave
     0.00%     0.00%  kworker/75:0-mm  [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  kworker/75:0-mm  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/75:0-mm  [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  kworker/75:0-mm  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/75:0-mm  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] rcu_core
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] wake_up_q
     0.00%     0.00%  top              [kernel.vmlinux]            [k] filename_lookup
     0.00%     0.00%  top              [kernel.vmlinux]            [k] path_lookupat.isra.0
     0.00%     0.00%  top              [kernel.vmlinux]            [k] user_path_at_empty
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  top              [kernel.vmlinux]            [k] kfree
     0.00%     0.00%  top              [kernel.vmlinux]            [k] obj_cgroup_uncharge_pages
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] ext4_es_lookup_extent
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] __pagevec_lru_add
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] lru_cache_add
     0.00%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/31:1-ev  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] __x64_sys_epoll_wait
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] do_epoll_wait
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] do_syscall_64
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] entry_SYSCALL_64
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  sssd_be          [kernel.vmlinux]            [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]            [k] update_irq_load_avg
     0.00%     0.00%  migration/52     [kernel.vmlinux]            [k] psi_group_change
     0.00%     0.00%  migration/52     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/52     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/52     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/52     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/52     [kernel.vmlinux]            [k] psi_task_change
     0.00%     0.00%  migration/52     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/52     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  jbd2/sda6-8      [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] sugov_get_util
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] kmem_cache_alloc
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] ext4_inode_csum.isra.0
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] ext4_inode_csum_set
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] fput_many
     0.00%     0.00%  migration/44     [kernel.vmlinux]            [k] psi_group_change
     0.00%     0.00%  migration/44     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/44     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/44     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/44     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/44     [kernel.vmlinux]            [k] psi_task_change
     0.00%     0.00%  migration/44     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/44     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  migration/66     [kernel.vmlinux]            [k] set_task_cpu
     0.00%     0.00%  migration/66     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/66     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/66     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/66     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/66     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/66     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  kworker/u162:11  [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.00%     0.00%  kworker/u162:11  [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.00%     0.00%  migration/68     [kernel.vmlinux]            [k] psi_group_change
     0.00%     0.00%  migration/68     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/68     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/68     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/68     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/68     [kernel.vmlinux]            [k] psi_task_change
     0.00%     0.00%  migration/68     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/68     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  python3          [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  python3          [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  migration/72     [kernel.vmlinux]            [k] enqueue_entity
     0.00%     0.00%  migration/72     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/72     [kernel.vmlinux]            [k] enqueue_task_fair
     0.00%     0.00%  migration/72     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/72     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/72     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/72     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/72     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] try_to_wake_up
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]            [k] __list_add_valid
     0.00%     0.00%  migration/64     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.00%     0.00%  migration/64     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/64     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/64     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/64     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/64     [kernel.vmlinux]            [k] psi_task_change
     0.00%     0.00%  migration/64     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/64     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  kworker/u162:11  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/u162:11  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  perf             [kernel.vmlinux]            [k] mutex_unlock
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] balance_fair
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] put_prev_task_balance
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  migration/75     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  migration/60     [kernel.vmlinux]            [k] flush_smp_call_function_from_idle
     0.00%     0.00%  migration/60     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/60     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/60     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/60     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/60     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  swapper          [kernel.vmlinux]            [k] enqueue_hrtimer
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] __sched_text_start
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] find_busiest_group
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] load_balance
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] newidle_balance
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] pick_next_task_fair
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] schedule
     0.00%     0.00%  kworker/15:1-mm  [kernel.vmlinux]            [k] worker_thread
     0.00%     0.00%  migration/78     [kernel.vmlinux]            [k] dequeue_entity
     0.00%     0.00%  migration/78     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/78     [kernel.vmlinux]            [k] dequeue_task_fair
     0.00%     0.00%  migration/78     [kernel.vmlinux]            [k] kthread
     0.00%     0.00%  migration/78     [kernel.vmlinux]            [k] migration_cpu_stop
     0.00%     0.00%  migration/78     [kernel.vmlinux]            [k] move_queued_task
     0.00%     0.00%  migration/78     [kernel.vmlinux]            [k] ret_from_fork
     0.00%     0.00%  migration/78     [kernel.vmlinux]            [k] smpboot_thread_fn
     0.00%     0.00%  :-1              [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  :-1              [kernel.vmlinux]            [k] _raw_spin_lock
     0.00%     0.00%  :-1              [kernel.vmlinux]            [k] do_syscall_64
     0.00%     0.00%  :-1              [kernel.vmlinux]            [k] entry_SYSCALL_64
     0.00%     0.00%  :-1              [kernel.vmlinux]            [k] raw_spin_rq_lock_nested
     0.00%     0.00%  :-1              [kernel.vmlinux]            [k] 0xffffffff960e6f97
     0.00%     0.00%  migration/26     [kernel.vmlinux]            [k] dequeue_entity
     0.00%     0.00%  migration/26     [kernel.vmlinux]            [k] cpu_stopper_thread
     0.00%     0.00%  migration/26     [kernel.vmlinux]            [k] dequeue_task_fair
