# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 11K of event 'cycles'
# Event count (approx.): 2398592790048
#
# Children      Self  Command          Shared Object     Symbol                                         
# ........  ........  ...............  ................  ...............................................
#
     0.73%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] io_issue_sqe
     0.73%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] io_wq_submit_work
     0.73%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] schedule_timeout
     0.72%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] io_wq_submit_work
     0.72%     0.05%  iou-wrk-3067     [kernel.vmlinux]  [k] filemap_read
     0.72%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] io_issue_sqe
     0.71%     0.03%  iou-wrk-3086     [kernel.vmlinux]  [k] filemap_read
     0.71%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] io_read
     0.71%     0.06%  iou-wrk-3053     [kernel.vmlinux]  [k] filemap_read
     0.70%     0.06%  iou-wrk-3069     [kernel.vmlinux]  [k] filemap_read
     0.70%     0.03%  kswapd0          [kernel.vmlinux]  [k] shrink_page_list
     0.69%     0.69%  fio              [kernel.vmlinux]  [k] __fget_files
     0.69%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] io_issue_sqe
     0.69%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] io_wq_submit_work
     0.69%     0.01%  iou-wrk-3051     [kernel.vmlinux]  [k] schedule
     0.69%     0.02%  iou-wrk-3050     [kernel.vmlinux]  [k] filemap_read
     0.68%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] io_wq_submit_work
     0.68%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] filemap_read
     0.68%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] io_worker_handle_work
     0.68%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] io_issue_sqe
     0.68%     0.00%  iou-wrk-3078     [kernel.vmlinux]  [k] io_read
     0.68%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] io_read
     0.67%     0.05%  iou-wrk-3051     [kernel.vmlinux]  [k] __schedule
     0.67%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] filemap_read
     0.67%     0.66%  fio              [kernel.vmlinux]  [k] native_sched_clock
     0.66%     0.02%  iou-wrk-3080     [kernel.vmlinux]  [k] io_worker_handle_work
     0.66%     0.05%  iou-wrk-3066     [kernel.vmlinux]  [k] filemap_read
     0.66%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] schedule_timeout
     0.65%     0.05%  iou-wrk-3078     [kernel.vmlinux]  [k] filemap_read
     0.64%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] filemap_get_pages
     0.63%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] filemap_get_pages
     0.63%     0.06%  iou-wrk-3058     [kernel.vmlinux]  [k] filemap_read
     0.63%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] filemap_get_pages
     0.62%     0.01%  iou-wrk-3082     [kernel.vmlinux]  [k] filemap_get_pages
     0.62%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] schedule
     0.62%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] schedule_timeout
     0.62%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] schedule_timeout
     0.61%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] filemap_get_pages
     0.61%     0.00%  iou-wrk-3076     [kernel.vmlinux]  [k] filemap_get_pages
     0.60%     0.01%  iou-wrk-3066     [kernel.vmlinux]  [k] schedule_timeout
     0.60%     0.02%  iou-wrk-3080     [kernel.vmlinux]  [k] filemap_read
     0.60%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] io_issue_sqe
     0.60%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] io_read
     0.60%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] io_wq_submit_work
     0.60%     0.02%  iou-wrk-3078     [kernel.vmlinux]  [k] __schedule
     0.59%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] filemap_get_pages
     0.58%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] schedule
     0.58%     0.00%  iou-wrk-3070     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.57%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] filemap_get_pages
     0.57%     0.00%  iou-wrk-3072     [kernel.vmlinux]  [k] schedule_timeout
     0.57%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] filemap_get_pages
     0.57%     0.02%  iou-wrk-3081     [kernel.vmlinux]  [k] __schedule
     0.57%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] schedule
     0.57%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] filemap_get_pages
     0.56%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] filemap_get_pages
     0.56%     0.01%  iou-wrk-3053     [kernel.vmlinux]  [k] schedule
     0.56%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] filemap_get_pages
     0.56%     0.02%  iou-wrk-3060     [kernel.vmlinux]  [k] io_read
     0.56%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] io_issue_sqe
     0.56%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] io_wq_submit_work
     0.55%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] schedule_timeout
     0.55%     0.02%  iou-wrk-3083     [kernel.vmlinux]  [k] filemap_get_pages
     0.54%     0.03%  iou-wrk-3053     [kernel.vmlinux]  [k] __schedule
     0.54%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] schedule
     0.53%     0.53%  fio              [kernel.vmlinux]  [k] __switch_to_asm
     0.53%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.52%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] copy_page_to_iter
     0.52%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] filemap_get_pages
     0.52%     0.12%  fio              [kernel.vmlinux]  [k] set_next_entity
     0.52%     0.03%  iou-wrk-3060     [kernel.vmlinux]  [k] filemap_read
     0.52%     0.52%  iou-wrk-3077     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.52%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] copyout
     0.51%     0.03%  iou-wrk-3066     [kernel.vmlinux]  [k] __schedule
     0.51%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] filemap_get_pages
     0.51%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] schedule_timeout
     0.51%     0.02%  iou-wrk-3052     [kernel.vmlinux]  [k] schedule
     0.51%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] filemap_get_pages
     0.50%     0.01%  iou-wrk-3050     [kernel.vmlinux]  [k] schedule_timeout
     0.50%     0.02%  iou-wrk-3073     [kernel.vmlinux]  [k] copy_page_to_iter
     0.50%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] filemap_get_pages
     0.49%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] schedule_timeout
     0.49%     0.01%  iou-wrk-3061     [kernel.vmlinux]  [k] filemap_get_pages
     0.49%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] schedule_timeout
     0.49%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] schedule_timeout
     0.48%     0.05%  iou-wrk-3052     [kernel.vmlinux]  [k] __schedule
     0.48%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] filemap_get_pages
     0.48%     0.02%  iou-wrk-3059     [kernel.vmlinux]  [k] filemap_get_pages
     0.48%     0.48%  iou-wrk-3073     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.48%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] copyout
     0.48%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] filemap_get_pages
     0.48%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] filemap_get_pages
     0.48%     0.02%  iou-wrk-3072     [kernel.vmlinux]  [k] schedule
     0.47%     0.00%  kswapd0          [kernel.vmlinux]  [k] __remove_mapping
     0.47%     0.02%  iou-wrk-3051     [kernel.vmlinux]  [k] filemap_get_pages
     0.47%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] filemap_get_pages
     0.47%     0.44%  fio              [kernel.vmlinux]  [k] __update_load_avg_cfs_rq
     0.47%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] schedule_timeout
     0.46%     0.10%  iou-wrk-3068     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.46%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] filemap_get_pages
     0.46%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.46%     0.00%  iou-wrk-3084     [kernel.vmlinux]  [k] schedule_timeout
     0.45%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] filemap_get_pages
     0.45%     0.01%  iou-wrk-3064     [kernel.vmlinux]  [k] schedule_timeout
     0.45%     0.00%  iou-wrk-3048     [kernel.vmlinux]  [k] schedule_timeout
     0.44%     0.02%  kswapd0          [kernel.vmlinux]  [k] __delete_from_page_cache
     0.44%     0.44%  iou-wrk-3059     [kernel.vmlinux]  [k] dequeue_task
     0.44%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] schedule
     0.44%     0.08%  iou-wrk-3072     [kernel.vmlinux]  [k] __schedule
     0.43%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] schedule_timeout
     0.43%     0.00%  iou-wrk-3073     [kernel.vmlinux]  [k] schedule_timeout
     0.43%     0.43%  iou-wrk-3057     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.43%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] copy_page_to_iter
     0.43%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] copyout
     0.43%     0.02%  iou-wrk-3069     [kernel.vmlinux]  [k] schedule
     0.43%     0.01%  iou-wrk-3076     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.43%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] copy_page_to_iter
     0.43%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.42%     0.02%  swapper          [kernel.vmlinux]  [k] _raw_spin_lock
     0.42%     0.00%  swapper          [kernel.vmlinux]  [k] raw_spin_rq_lock_nested.constprop.0
     0.42%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] filemap_get_pages
     0.42%     0.00%  iou-wrk-3064     [kernel.vmlinux]  [k] filemap_get_pages
     0.41%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.41%     0.01%  iou-wrk-3079     [kernel.vmlinux]  [k] filemap_get_pages
     0.41%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] schedule_timeout
     0.41%     0.41%  iou-wrk-3054     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.41%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] copyout
     0.41%     0.06%  iou-wrk-3082     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.41%     0.41%  swapper          [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.41%     0.00%  iou-wrk-3066     [kernel.vmlinux]  [k] filemap_get_pages
     0.41%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] filemap_get_pages
     0.40%     0.00%  iou-wrk-3077     [kernel.vmlinux]  [k] schedule_timeout
     0.40%     0.02%  iou-wrk-3079     [kernel.vmlinux]  [k] __schedule
     0.40%     0.06%  iou-wrk-3069     [kernel.vmlinux]  [k] __schedule
     0.40%     0.01%  iou-wrk-3049     [kernel.vmlinux]  [k] schedule
     0.40%     0.01%  iou-wrk-3062     [kernel.vmlinux]  [k] schedule
     0.40%     0.01%  iou-wrk-3069     [kernel.vmlinux]  [k] filemap_get_pages
     0.40%     0.39%  fio              [kernel.vmlinux]  [k] __switch_to
     0.40%     0.00%  iou-wrk-3068     [kernel.vmlinux]  [k] schedule
     0.40%     0.01%  iou-wrk-3048     [kernel.vmlinux]  [k] schedule
     0.40%     0.00%  iou-wrk-3085     [kernel.vmlinux]  [k] schedule_timeout
     0.40%     0.02%  iou-wrk-3076     [kernel.vmlinux]  [k] schedule
     0.40%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.40%     0.02%  iou-wrk-3056     [kernel.vmlinux]  [k] schedule_timeout
     0.39%     0.02%  iou-wrk-3062     [kernel.vmlinux]  [k] __schedule
     0.39%     0.03%  iou-wrk-3068     [kernel.vmlinux]  [k] __schedule
     0.39%     0.07%  iou-wrk-3076     [kernel.vmlinux]  [k] __schedule
     0.39%     0.02%  iou-wrk-3048     [kernel.vmlinux]  [k] __schedule
     0.39%     0.03%  iou-wrk-3049     [kernel.vmlinux]  [k] __schedule
     0.39%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] schedule_timeout
     0.38%     0.02%  fio              [kernel.vmlinux]  [k] io_prep_async_link
     0.38%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] filemap_get_pages
     0.38%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] filemap_get_pages
     0.38%     0.34%  swapper          [kernel.vmlinux]  [k] poll_idle
     0.38%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] schedule
     0.38%     0.00%  iou-wrk-3071     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.38%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] filemap_get_pages
     0.37%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] schedule_timeout
     0.37%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] schedule_timeout
     0.37%     0.36%  iou-wrk-3068     [kernel.vmlinux]  [k] xas_load
     0.37%     0.00%  iou-wrk-3052     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.37%     0.37%  fio              [kernel.vmlinux]  [k] io_prep_async_work
     0.37%     0.02%  iou-wrk-3051     [kernel.vmlinux]  [k] pick_next_task_fair
     0.37%     0.01%  iou-wrk-3073     [kernel.vmlinux]  [k] schedule
     0.37%     0.02%  iou-wrk-3063     [kernel.vmlinux]  [k] schedule_timeout
     0.36%     0.01%  iou-wrk-3077     [kernel.vmlinux]  [k] schedule
     0.36%     0.02%  iou-wrk-3084     [kernel.vmlinux]  [k] __schedule
     0.36%     0.01%  iou-wrk-3067     [kernel.vmlinux]  [k] schedule_timeout
     0.36%     0.01%  iou-wrk-3078     [kernel.vmlinux]  [k] pick_next_task_fair
     0.36%     0.01%  iou-wrk-3068     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.36%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] schedule_timeout
     0.36%     0.01%  iou-wrk-3065     [kernel.vmlinux]  [k] schedule
     0.36%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] schedule_timeout
     0.36%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] schedule_timeout
     0.36%     0.02%  iou-wrk-3077     [kernel.vmlinux]  [k] __schedule
     0.36%     0.00%  iou-wrk-3049     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.00%  iou-wrk-3075     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.00%  iou-wrk-3083     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.35%  iou-wrk-3082     [kernel.vmlinux]  [k] xas_load
     0.35%     0.00%  iou-wrk-3058     [kernel.vmlinux]  [k] schedule_timeout
     0.35%     0.34%  fio              [kernel.vmlinux]  [k] _find_next_bit
     0.35%     0.08%  fio              [kernel.vmlinux]  [k] cpumask_next
     0.35%     0.34%  fio              [kernel.vmlinux]  [k] __io_file_supports_nowait
     0.35%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.35%     0.03%  iou-wrk-3073     [kernel.vmlinux]  [k] __schedule
     0.35%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] schedule_timeout
     0.35%     0.01%  iou-wrk-3086     [kernel.vmlinux]  [k] io_wq_worker_sleeping
     0.34%     0.00%  iou-wrk-3050     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.34%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.34%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] read_pages
     0.34%     0.01%  iou-wrk-3085     [kernel.vmlinux]  [k] schedule
     0.34%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] schedule_timeout
     0.34%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] schedule_timeout
     0.34%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] schedule_timeout
     0.34%     0.31%  fio              [kernel.vmlinux]  [k] update_cfs_group
     0.33%     0.00%  iou-wrk-3065     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.01%  iou-wrk-3075     [kernel.vmlinux]  [k] schedule
     0.33%     0.01%  iou-wrk-3072     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.28%  swapper          [kernel.vmlinux]  [k] menu_select
     0.33%     0.00%  iou-wrk-3087     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.02%  iou-wrk-3064     [kernel.vmlinux]  [k] schedule
     0.33%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.00%  iou-wrk-3055     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.33%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] schedule_timeout
     0.33%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] __submit_bio
     0.33%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] submit_bio
     0.33%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] submit_bio_noacct
     0.33%     0.03%  iou-wrk-3074     [kernel.vmlinux]  [k] __schedule
     0.33%     0.00%  iou-wrk-3074     [kernel.vmlinux]  [k] schedule
     0.32%     0.01%  iou-wrk-3057     [kernel.vmlinux]  [k] filemap_get_pages
     0.32%     0.32%  iou-wrk-3086     [kernel.vmlinux]  [k] io_wqe_dec_running
     0.32%     0.01%  iou-wrk-3048     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.32%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] pmem_submit_bio
     0.32%     0.01%  iou-wrk-3083     [kernel.vmlinux]  [k] schedule
     0.32%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.32%     0.03%  iou-wrk-3075     [kernel.vmlinux]  [k] __schedule
     0.32%     0.01%  iou-wrk-3055     [kernel.vmlinux]  [k] schedule
     0.32%     0.04%  iou-wrk-3065     [kernel.vmlinux]  [k] __schedule
     0.32%     0.01%  iou-wrk-3054     [kernel.vmlinux]  [k] schedule
     0.32%     0.00%  iou-wrk-3054     [kernel.vmlinux]  [k] filemap_get_pages
     0.31%     0.09%  iou-wrk-3084     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.31%     0.01%  iou-wrk-3081     [kernel.vmlinux]  [k] pick_next_task_fair
     0.31%     0.31%  iou-wrk-3062     [kernel.vmlinux]  [k] copy_mc_fragile
     0.31%     0.00%  iou-wrk-3062     [kernel.vmlinux]  [k] pmem_do_read
     0.31%     0.15%  fio              [kernel.vmlinux]  [k] update_rq_clock
     0.31%     0.00%  iou-wrk-3057     [kernel.vmlinux]  [k] schedule
     0.31%     0.02%  iou-wrk-3058     [kernel.vmlinux]  [k] schedule
     0.31%     0.00%  iou-wrk-3069     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.30%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] schedule
     0.30%     0.06%  iou-wrk-3055     [kernel.vmlinux]  [k] __schedule
     0.30%     0.30%  fio              [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.30%     0.09%  iou-wrk-3065     [kernel.vmlinux]  [k] filemap_get_read_batch
     0.30%     0.04%  iou-wrk-3057     [kernel.vmlinux]  [k] __schedule
     0.30%     0.28%  fio              [kernel.vmlinux]  [k] iterate_groups.isra.0
     0.30%     0.00%  iou-wrk-3086     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.30%     0.00%  iou-wrk-3053     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.30%     0.01%  iou-wrk-3087     [kernel.vmlinux]  [k] schedule
     0.29%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] schedule
     0.29%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] schedule
     0.29%     0.03%  iou-wrk-3083     [kernel.vmlinux]  [k] __schedule
     0.29%     0.02%  iou-wrk-3064     [kernel.vmlinux]  [k] __schedule
     0.29%     0.01%  iou-wrk-3060     [kernel.vmlinux]  [k] schedule_timeout
     0.29%     0.02%  iou-wrk-3081     [kernel.vmlinux]  [k] update_curr
     0.29%     0.01%  kswapd0          [kernel.vmlinux]  [k] xas_store
     0.29%     0.04%  iou-wrk-3061     [kernel.vmlinux]  [k] __schedule
     0.29%     0.00%  iou-wrk-3080     [kernel.vmlinux]  [k] schedule
     0.29%     0.00%  iou-wrk-3063     [kernel.vmlinux]  [k] __schedule
     0.29%     0.02%  iou-wrk-3085     [kernel.vmlinux]  [k] __schedule
     0.28%     0.02%  iou-wrk-3054     [kernel.vmlinux]  [k] __schedule
     0.28%     0.21%  iou-wrk-3066     [kernel.vmlinux]  [k] psi_task_switch
     0.28%     0.02%  iou-wrk-3053     [kernel.vmlinux]  [k] dequeue_task_fair
     0.28%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.28%     0.28%  kswapd0          [kernel.vmlinux]  [k] xas_create
     0.28%     0.01%  iou-wrk-3056     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.28%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] read_pages
     0.28%     0.02%  iou-wrk-3071     [kernel.vmlinux]  [k] __schedule
     0.28%     0.02%  iou-wrk-3080     [kernel.vmlinux]  [k] __schedule
     0.28%     0.02%  iou-wrk-3081     [kernel.vmlinux]  [k] copy_page_to_iter
     0.28%     0.00%  iou-wrk-3056     [kernel.vmlinux]  [k] schedule
     0.28%     0.05%  iou-wrk-3058     [kernel.vmlinux]  [k] __schedule
     0.27%     0.01%  iou-wrk-3070     [kernel.vmlinux]  [k] schedule
     0.27%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] read_pages
     0.27%     0.27%  iou-wrk-3051     [kernel.vmlinux]  [k] pick_next_entity
     0.27%     0.02%  iou-wrk-3074     [kernel.vmlinux]  [k] copy_page_to_iter
     0.27%     0.00%  iou-wrk-3082     [kernel.vmlinux]  [k] schedule
     0.27%     0.03%  iou-wrk-3056     [kernel.vmlinux]  [k] __schedule
     0.27%     0.00%  iou-wrk-3067     [kernel.vmlinux]  [k] schedule
     0.27%     0.00%  iou-wrk-3061     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.27%     0.02%  iou-wrk-3053     [kernel.vmlinux]  [k] update_load_avg
     0.27%     0.03%  iou-wrk-3070     [kernel.vmlinux]  [k] __schedule
     0.27%     0.27%  iou-wrk-3078     [kernel.vmlinux]  [k] __list_del_entry_valid
     0.27%     0.27%  iou-wrk-3081     [kernel.vmlinux]  [k] update_min_vruntime
     0.26%     0.00%  iou-wrk-3059     [kernel.vmlinux]  [k] ext4_mpage_readpages
     0.26%     0.00%  iou-wrk-3060     [kernel.vmlinux]  [k] page_cache_ra_unbounded
     0.26%     0.26%  iou-wrk-3081     [kernel.vmlinux]  [k] copy_user_enhanced_fast_string
     0.26%     0.00%  iou-wrk-3081     [kernel.vmlinux]  [k] copyout
     0.26%     0.03%  iou-wrk-3082     [kernel.vmlinux]  [k] __schedule
