# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 43K of event 'cycles'
# Event count (approx.): 8853140402121
#
# Children      Self  Command          Shared Object       Symbol                                 
# ........  ........  ...............  ..................  .......................................
#
     1.23%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] io_wq_submit_work
     1.22%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] io_read
     1.22%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] filemap_get_pages
     1.22%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] io_issue_sqe
     1.22%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] io_wq_submit_work
     1.22%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] filemap_get_pages
     1.21%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] io_read
     1.21%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] filemap_get_pages
     1.21%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] filemap_get_pages
     1.20%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] filemap_get_pages
     1.19%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] filemap_get_pages
     1.19%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] filemap_get_pages
     1.18%     0.03%  iou-wrk-3180     [kernel.vmlinux]    [k] filemap_read
     1.18%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] filemap_get_pages
     1.17%     0.01%  iou-wrk-3174     [kernel.vmlinux]    [k] filemap_read
     1.16%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] filemap_get_pages
     1.15%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] filemap_get_pages
     1.15%     0.01%  iou-wrk-3158     [kernel.vmlinux]    [k] filemap_get_pages
     1.15%     1.15%  swapper          [kernel.vmlinux]    [k] intel_idle
     1.15%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] filemap_get_pages
     1.14%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.14%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] filemap_get_pages
     1.14%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] filemap_get_pages
     1.14%     0.52%  fio              [kernel.vmlinux]    [k] _raw_spin_lock
     1.13%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] filemap_get_pages
     1.13%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] filemap_get_pages
     1.12%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] filemap_get_pages
     1.12%     0.01%  iou-wrk-3176     [kernel.vmlinux]    [k] filemap_get_pages
     1.12%     0.01%  iou-wrk-3193     [kernel.vmlinux]    [k] filemap_get_pages
     1.10%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.10%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] filemap_get_pages
     1.10%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] filemap_get_pages
     1.10%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.09%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] filemap_get_pages
     1.09%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] filemap_get_pages
     1.09%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] filemap_get_pages
     1.09%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.08%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] filemap_get_pages
     1.08%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.07%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] filemap_get_pages
     1.07%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] filemap_get_pages
     1.05%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.05%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.04%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] filemap_get_pages
     1.04%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.04%     0.01%  iou-wrk-3185     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.03%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.02%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] filemap_get_pages
     1.01%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.01%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     1.00%     0.99%  fio              [kernel.vmlinux]    [k] available_idle_cpu
     1.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.99%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.98%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.98%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.98%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.97%     0.01%  iou-wrk-3163     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.97%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.96%     0.02%  fio              [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.96%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.96%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.95%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.94%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.93%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.93%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.91%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.91%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.90%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.87%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] page_cache_ra_unbounded
     0.83%     0.35%  fio              [kernel.vmlinux]    [k] update_curr
     0.79%     0.05%  fio              [kernel.vmlinux]    [k] ttwu_do_wakeup
     0.76%     0.10%  fio              [kernel.vmlinux]    [k] check_preempt_curr
     0.75%     0.00%  swapper          [kernel.vmlinux]    [k] schedule_idle
     0.75%     0.03%  swapper          [kernel.vmlinux]    [k] __schedule
     0.63%     0.00%  kswapd0          [kernel.vmlinux]    [k] shrink_node
     0.63%     0.00%  kswapd0          [kernel.vmlinux]    [k] balance_pgdat
     0.63%     0.00%  kswapd0          [kernel.vmlinux]    [k] kswapd
     0.63%     0.00%  kswapd0          [kernel.vmlinux]    [k] kthread
     0.63%     0.00%  kswapd0          [kernel.vmlinux]    [k] ret_from_fork
     0.62%     0.04%  kswapd0          [kernel.vmlinux]    [k] evict_pages
     0.62%     0.00%  kswapd0          [kernel.vmlinux]    [k] lru_gen_shrink_lruvec
     0.62%     0.00%  kswapd0          [kernel.vmlinux]    [k] shrink_lruvec
     0.61%     0.26%  fio              [kernel.vmlinux]    [k] check_preempt_wakeup
     0.60%     0.60%  fio              [kernel.vmlinux]    [k] native_queued_spin_lock_slowpath
     0.58%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] read_pages
     0.58%     0.12%  fio              [kernel.vmlinux]    [k] put_prev_entity
     0.58%     0.01%  iou-wrk-3192     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.57%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] read_pages
     0.57%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] read_pages
     0.57%     0.01%  iou-wrk-3187     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.57%     0.28%  fio              [kernel.vmlinux]    [k] reweight_entity
     0.56%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] read_pages
     0.56%     0.01%  iou-wrk-3158     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.56%     0.01%  iou-wrk-3190     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.55%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] read_pages
     0.54%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] read_pages
     0.54%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] read_pages
     0.54%     0.02%  iou-wrk-3172     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.54%     0.01%  iou-wrk-3169     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.53%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.53%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] read_pages
     0.53%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.53%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] read_pages
     0.53%     0.01%  iou-wrk-3191     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.53%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] submit_bio
     0.52%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] read_pages
     0.52%     0.01%  iou-wrk-3186     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] read_pages
     0.52%     0.02%  iou-wrk-3160     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.52%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] read_pages
     0.52%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] submit_bio
     0.52%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] read_pages
     0.51%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] read_pages
     0.51%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] read_pages
     0.51%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3185     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.01%  iou-wrk-3164     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.01%  iou-wrk-3183     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3177     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.01%  iou-wrk-3159     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] submit_bio_noacct
     0.51%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] read_pages
     0.51%     0.01%  iou-wrk-3179     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.51%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __submit_bio
     0.50%     0.02%  iou-wrk-3163     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.01%  iou-wrk-3184     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] __submit_bio
     0.50%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] submit_bio_noacct
     0.50%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] read_pages
     0.50%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3162     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] read_pages
     0.50%     0.01%  iou-wrk-3166     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3182     [kernel.vmlinux]    [k] read_pages
     0.50%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] submit_bio
     0.50%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] submit_bio
     0.50%     0.02%  iou-wrk-3159     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] submit_bio_noacct
     0.50%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] read_pages
     0.50%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] submit_bio
     0.50%     0.02%  iou-wrk-3182     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.50%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] __submit_bio
     0.49%     0.48%  fio              [kernel.vmlinux]    [k] __switch_to_asm
     0.49%     0.01%  iou-wrk-3175     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.01%  iou-wrk-3172     [kernel.vmlinux]    [k] submit_bio
     0.49%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] submit_bio_noacct
     0.49%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] __submit_bio
     0.49%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] submit_bio_noacct
     0.49%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] read_pages
     0.49%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.49%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] __submit_bio
     0.48%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] submit_bio
     0.48%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] submit_bio
     0.48%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.48%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] submit_bio_noacct
     0.48%     0.07%  fio              [kernel.vmlinux]    [k] sched_clock_cpu
     0.48%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] __submit_bio
     0.48%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] submit_bio_noacct
     0.48%     0.01%  iou-wrk-3190     [kernel.vmlinux]    [k] pmem_submit_bio
     0.48%     0.00%  iou-wrk-3188     [kernel.vmlinux]    [k] __submit_bio
     0.47%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] read_pages
     0.47%     0.01%  iou-wrk-3158     [kernel.vmlinux]    [k] pmem_submit_bio
     0.47%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] read_pages
     0.47%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] submit_bio
     0.47%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] pmem_submit_bio
     0.47%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.47%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] pmem_submit_bio
     0.47%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] submit_bio
     0.47%     0.00%  iou-wrk-3187     [kernel.vmlinux]    [k] pmem_submit_bio
     0.47%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.47%     0.01%  iou-wrk-3165     [kernel.vmlinux]    [k] schedule_timeout
     0.47%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] submit_bio
     0.47%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] pmem_submit_bio
     0.47%     0.00%  iou-wrk-3178     [kernel.vmlinux]    [k] read_pages
     0.46%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3180     [kernel.vmlinux]    [k] read_pages
     0.46%     0.02%  iou-wrk-3178     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.46%     0.01%  iou-wrk-3180     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] read_pages
     0.46%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.01%  iou-wrk-3188     [kernel.vmlinux]    [k] pmem_submit_bio
     0.46%     0.11%  fio              [kernel.vmlinux]    [k] set_next_entity
     0.46%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] __submit_bio
     0.46%     0.00%  iou-wrk-3183     [kernel.vmlinux]    [k] submit_bio_noacct
     0.46%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __submit_bio
     0.46%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] submit_bio_noacct
     0.46%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] submit_bio
     0.46%     0.00%  iou-wrk-3193     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.46%     0.01%  iou-wrk-3173     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.46%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] read_pages
     0.45%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] read_pages
     0.45%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.45%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3191     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] read_pages
     0.45%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3179     [kernel.vmlinux]    [k] submit_bio_noacct
     0.45%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __submit_bio
     0.45%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] submit_bio
     0.45%     0.45%  iou-wrk-3190     [kernel.vmlinux]    [k] copy_mc_fragile
     0.45%     0.00%  iou-wrk-3190     [kernel.vmlinux]    [k] pmem_do_read
     0.44%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.04%  fio              [kernel.vmlinux]    [k] io_file_get_normal
     0.44%     0.44%  iou-wrk-3186     [kernel.vmlinux]    [k] copy_mc_fragile
     0.44%     0.00%  iou-wrk-3186     [kernel.vmlinux]    [k] pmem_do_read
     0.44%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] pmem_do_read
     0.44%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] read_pages
     0.44%     0.00%  iou-wrk-3184     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.44%  iou-wrk-3169     [kernel.vmlinux]    [k] copy_mc_fragile
     0.44%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.44%     0.44%  iou-wrk-3158     [kernel.vmlinux]    [k] copy_mc_fragile
     0.44%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] pmem_do_read
     0.44%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] pmem_submit_bio
     0.44%     0.00%  iou-wrk-3189     [kernel.vmlinux]    [k] ext4_mpage_readpages
     0.44%     0.00%  iou-wrk-3185     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.01%  iou-wrk-3181     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3181     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] __submit_bio
     0.44%     0.00%  iou-wrk-3177     [kernel.vmlinux]    [k] submit_bio_noacct
     0.44%     0.43%  iou-wrk-3192     [kernel.vmlinux]    [k] copy_mc_fragile
     0.44%     0.00%  iou-wrk-3192     [kernel.vmlinux]    [k] pmem_do_read
     0.44%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] submit_bio
     0.44%     0.01%  iou-wrk-3183     [kernel.vmlinux]    [k] pmem_submit_bio
     0.44%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] submit_bio
