# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 65408539148108
#
# Children      Self  Command          Shared Object         Symbol                                     
# ........  ........  ...............  ....................  ...........................................
#
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] idr_preload
     0.00%     0.00%  iou-wrk-3329     [kernel.vmlinux]      [k] sched_slice
     0.00%     0.00%  iou-wrk-3313     [kernel.vmlinux]      [k] policy_node
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]      [k] irqtime_account_irq
     0.00%     0.00%  iou-wrk-3288     [kernel.vmlinux]      [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]      [k] timerqueue_add
     0.00%     0.00%  iou-wrk-3300     [kernel.vmlinux]      [k] enqueue_hrtimer
     0.00%     0.00%  iou-wrk-3336     [kernel.vmlinux]      [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3268     [kernel.vmlinux]      [k] select_task_rq_fair
     0.00%     0.00%  iou-wrk-3297     [kernel.vmlinux]      [k] calc_global_load_tick
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] run_rebalance_domains
     0.00%     0.00%  iou-wrk-3328     [kernel.vmlinux]      [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-3344     [kernel.vmlinux]      [k] xas_nomem
     0.00%     0.00%  iou-wrk-3263     [kernel.vmlinux]      [k] should_fail_bio
     0.00%     0.00%  fio              fio                   [.] td_io_queue
     0.00%     0.00%  iou-wrk-3339     [kernel.vmlinux]      [k] invoke_rcu_core
     0.00%     0.00%  iou-wrk-3339     [kernel.vmlinux]      [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3262     [kernel.vmlinux]      [k] put_cpu_partial
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/71:1-mm  [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3289     [kernel.vmlinux]      [k] __slab_free
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] get_next_timer_interrupt
     0.00%     0.00%  fio              [kernel.vmlinux]      [k] find_vm_area
     0.00%     0.00%  kswapd0          [kernel.vmlinux]      [k] get_swappiness
     0.00%     0.00%  kworker/27:2-ev  [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/27:2-ev  [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  kworker/25:1-ev  [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/25:1-ev  [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  migration/1      [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/1      [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  top              [kernel.vmlinux]      [k] __x64_sys_getdents64
     0.00%     0.00%  top              [kernel.vmlinux]      [k] iterate_dir
     0.00%     0.00%  top              [kernel.vmlinux]      [k] proc_pid_readdir
     0.00%     0.00%  migration/69     [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  systemd          [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  systemd          [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  top              [kernel.vmlinux]      [k] security_file_permission
     0.00%     0.00%  kworker/9:1-eve  [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  kworker/9:1-eve  [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] fput_many
     0.00%     0.00%  top              [kernel.vmlinux]      [k] kmem_cache_alloc
     0.00%     0.00%  top              [kernel.vmlinux]      [k] strncpy
     0.00%     0.00%  top              [kernel.vmlinux]      [k] __get_task_comm
     0.00%     0.00%  top              [kernel.vmlinux]      [k] proc_task_name
     0.00%     0.00%  migration/9      [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] generic_write_end
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] call_cpuidle
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] run_posix_cpu_timers
     0.00%     0.00%  top              [kernel.vmlinux]      [k] kmem_cache_alloc_trace
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/39:1-mm  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] hrtimer_try_to_cancel
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] hrtimer_cancel
     0.00%     0.00%  top              [kernel.vmlinux]      [k] pid_update_inode
     0.00%     0.00%  top              [kernel.vmlinux]      [k] pid_revalidate
     0.00%     0.00%  migration/53     [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/53     [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  migration/53     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] mutex_lock
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] sched_clock
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] finish_task_switch
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] _raw_spin_unlock_irqrestore
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] need_active_balance
     0.00%     0.00%  fail2ban-server  [kernel.vmlinux]      [k] __list_del_entry_valid
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] cpu_stop_queue_work
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] wake_up_q
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] watchdog_timer_fn
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] kjournald2
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] __x64_sys_poll
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] do_sys_poll
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  rtkit-daemon     [kernel.vmlinux]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/51:1-mm  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  migration/33     [kernel.vmlinux]      [k] update_irq_load_avg
     0.00%     0.00%  migration/33     [kernel.vmlinux]      [k] update_blocked_averages
     0.00%     0.00%  lvmetad          [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] iterate_groups.isra.0
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] irqtime_account_process_tick
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] perf_pmu_nop_void
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  migration/17     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __es_remove_extent
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] ext4_es_insert_delayed_block
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  migration/51     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/47:1-ev  [kernel.vmlinux]      [k] __list_del_entry_valid
     0.00%     0.00%  top              [kernel.vmlinux]      [k] full_name_hash
     0.00%     0.00%  top              [kernel.vmlinux]      [k] d_hash_and_lookup
     0.00%     0.00%  top              [kernel.vmlinux]      [k] proc_fill_cache
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] ext4_finish_bio
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] ext4_end_io_rsv_work
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] ext4_release_io_end
     0.00%     0.00%  migration/75     [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/75     [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  migration/75     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  top              [kernel.vmlinux]      [k] selinux_file_permission
     0.00%     0.00%  kworker/25:1-ev  [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/16     [kernel.vmlinux]      [k] psi_group_change
     0.00%     0.00%  migration/16     [kernel.vmlinux]      [k] cpu_stopper_thread
     0.00%     0.00%  migration/16     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/16     [kernel.vmlinux]      [k] migration_cpu_stop
     0.00%     0.00%  migration/16     [kernel.vmlinux]      [k] move_queued_task
     0.00%     0.00%  migration/16     [kernel.vmlinux]      [k] psi_task_change
     0.00%     0.00%  migration/16     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/16     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __list_add_valid
     0.00%     0.00%  rcu_sched        [kernel.vmlinux]      [k] kthread_is_per_cpu
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] irq_work_tick
     0.00%     0.00%  kworker/27:2-ev  [kernel.vmlinux]      [k] _find_next_bit
     0.00%     0.00%  kworker/27:2-ev  [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  top              [kernel.vmlinux]      [k] page_counter_try_charge
     0.00%     0.00%  top              [kernel.vmlinux]      [k] __kmalloc_node
     0.00%     0.00%  top              [kernel.vmlinux]      [k] obj_cgroup_charge_pages
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] __x64_sys_select
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] core_sys_select
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] do_select
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] kern_select
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  sendmail         [kernel.vmlinux]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  migration/69     [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] __hrtimer_get_next_event
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] cpuidle_governor_latency_req
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] rcu_sched_clock_irq
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] enqueue_task_fair
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  jbd2/sda2-8      [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  migration/1      [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/1      [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  migration/1      [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] error_entry
     0.00%     0.00%  migration/15     [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/15     [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  migration/15     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  migration/67     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/67     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  kworker/57:1-ev  [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/57:1-ev  [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] cpuidle_not_available
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] clear_page_dirty_for_io
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] ksys_read
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] new_sync_read
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] pipe_read
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  python3          [kernel.vmlinux]      [k] vfs_read
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] __mod_lruvec_page_state
     0.00%     0.00%  migration/57     [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/57     [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  migration/57     [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] rcu_eqs_exit.constprop.0
     0.00%     0.00%  migration/7      [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/7      [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  sadc             [kernel.vmlinux]      [k] syscall_enter_from_user_mode
     0.00%     0.00%  sadc             [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  sadc             [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] __list_del_entry_valid
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] test_clear_page_writeback
     0.00%     0.00%  kworker/u160:1-  [kernel.vmlinux]      [k] end_page_writeback
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]      [k] exit_to_user_mode_prepare
     0.00%     0.00%  sssd_nss         [kernel.vmlinux]      [k] syscall_exit_to_user_mode
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] start_this_handle
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __ext4_journal_start_sb
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] __mark_inode_dirty
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] ext4_dirty_inode
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] jbd2__journal_start
     0.00%     0.00%  migration/23     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/23     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] iterate_groups.isra.0
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] psi_task_switch
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] irq_work_run_list
     0.00%     0.00%  migration/39     [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  migration/39     [kernel.vmlinux]      [k] balance_fair
     0.00%     0.00%  migration/39     [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  migration/39     [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  migration/39     [kernel.vmlinux]      [k] put_prev_task_balance
     0.00%     0.00%  migration/39     [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  migration/39     [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  migration/39     [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/9:1-eve  [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  kworker/51:1H-k  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/51:1H-k  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/51:1H-k  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/51:1H-k  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/51:1H-k  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/51:1H-k  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/51:1H-k  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/51:1H-k  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  top              [kernel.vmlinux]      [k] avc_has_perm
     0.00%     0.00%  top              [kernel.vmlinux]      [k] security_file_open
     0.00%     0.00%  top              [kernel.vmlinux]      [k] selinux_file_open
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/49:1-mm  [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] __wrgsbase_inactive
     0.00%     0.00%  top              [kernel.vmlinux]      [k] dput
     0.00%     0.00%  top              [kernel.vmlinux]      [k] terminate_walk
     0.00%     0.00%  migration/53     [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/53     [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] raw_spin_rq_lock_nested.constprop.0
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/73:1-mm  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  top              [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  top              [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  top              [kernel.vmlinux]      [k] __x64_sys_poll
     0.00%     0.00%  top              [kernel.vmlinux]      [k] do_sys_poll
     0.00%     0.00%  top              [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  top              [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  top              [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  top              [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  top              [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  top              [kernel.vmlinux]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  perf             [kernel.vmlinux]      [k] _raw_spin_lock_irq
     0.00%     0.00%  top              [kernel.vmlinux]      [k] seq_open
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  ghc-doc-index    [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] irqentry_exit
     0.00%     0.00%  kworker/u162:0-  [kernel.vmlinux]      [k] ext4_bio_write_page
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  kworker/31:1-mm  [kernel.vmlinux]      [k] worker_thread
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] __schedule
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] __x64_sys_epoll_wait
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] do_epoll_wait
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] do_syscall_64
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] newidle_balance
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] pick_next_task_fair
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] schedule
     0.00%     0.00%  nscd             [kernel.vmlinux]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  migration/53     [kernel.vmlinux]      [k] update_irq_load_avg
     0.00%     0.00%  migration/53     [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  kworker/1:1-eve  [kernel.vmlinux]      [k] cpumask_next_and
     0.00%     0.00%  kcompactd1       [kernel.vmlinux]      [k] update_rq_clock
     0.00%     0.00%  ksoftirqd/1      [kernel.vmlinux]      [k] find_busiest_group
     0.00%     0.00%  ksoftirqd/1      [kernel.vmlinux]      [k] kthread
     0.00%     0.00%  ksoftirqd/1      [kernel.vmlinux]      [k] load_balance
     0.00%     0.00%  ksoftirqd/1      [kernel.vmlinux]      [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/1      [kernel.vmlinux]      [k] smpboot_thread_fn
     0.00%     0.00%  kworker/17:1-ev  [kernel.vmlinux]      [k] _raw_spin_lock
     0.00%     0.00%  kworker/17:1-ev  [kernel.vmlinux]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.vmlinux]      [k] hrtimer_forward
     0.00%     0.00%  migration/69     [kernel.vmlinux]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  migration/69     [kernel.vmlinux]      [k] _raw_spin_lock
