# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 40K of event 'cycles'
# Event count (approx.): 7894515641663
#
# Children      Self  Command          Shared Object     Symbol                                  
# ........  ........  ...............  ................  ........................................
#
     0.07%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3250     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.06%  iou-wrk-3254     [kernel.vmlinux]  [k] _raw_spin_lock_irqsave
     0.07%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.02%  iou-wrk-3261     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.07%  iou-wrk-3266     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3261     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.01%  iou-wrk-3254     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.00%  swapper          [kernel.vmlinux]  [k] start_kernel
     0.07%     0.07%  iou-wrk-3252     [kernel.vmlinux]  [k] __list_add_valid
     0.07%     0.07%  iou-wrk-3228     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.06%  kswapd0          [kernel.vmlinux]  [k] __free_one_page
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.07%  iou-wrk-3248     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] __alloc_pages
     0.07%     0.07%  iou-wrk-3265     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.07%  iou-wrk-3230     [kernel.vmlinux]  [k] io_cqring_ev_posted
     0.07%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3266     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3229     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3247     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3254     [kernel.vmlinux]  [k] lock_timer_base
     0.07%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3245     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.07%  iou-wrk-3251     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.03%  iou-wrk-3256     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.06%  fio              [kernel.vmlinux]  [k] native_load_tls
     0.07%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  swapper          [kernel.vmlinux]  [k] newidle_balance
     0.07%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.03%  iou-wrk-3230     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.03%  iou-wrk-3247     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.01%  iou-wrk-3229     [kernel.vmlinux]  [k] psi_task_switch
     0.07%     0.07%  iou-wrk-3262     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.07%  iou-wrk-3233     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.02%  iou-wrk-3265     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.00%  iou-wrk-3238     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.07%  iou-wrk-3256     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.06%  iou-wrk-3261     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.07%     0.00%  fio              [kernel.vmlinux]  [k] scheduler_tick
     0.07%     0.07%  iou-wrk-3234     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.05%  kswapd0          [kernel.vmlinux]  [k] lru_gen_del_page
     0.07%     0.07%  iou-wrk-3231     [kernel.vmlinux]  [k] psi_group_change
     0.07%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3228     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.07%     0.02%  iou-wrk-3252     [kernel.vmlinux]  [k] update_load_avg
     0.07%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.07%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] shrink_node
     0.07%     0.00%  iou-wrk-3230     [kernel.vmlinux]  [k] try_to_free_pages
     0.07%     0.01%  iou-wrk-3253     [kernel.vmlinux]  [k] __io_free_req
     0.07%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] io_wq_free_work
     0.07%     0.01%  iou-wrk-3246     [kernel.vmlinux]  [k] dequeue_task_fair
     0.07%     0.01%  iou-wrk-3250     [kernel.vmlinux]  [k] pick_next_task_fair
     0.07%     0.07%  iou-wrk-3233     [kernel.vmlinux]  [k] psi_memstall_enter
     0.07%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] evict_pages
     0.07%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.07%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] shrink_lruvec
     0.07%     0.03%  iou-wrk-3259     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.06%  iou-wrk-3253     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.03%  iou-wrk-3249     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.06%  fio              [kernel.vmlinux]  [k] __list_add_valid
     0.06%     0.01%  swapper          [kernel.vmlinux]  [k] set_next_entity
     0.06%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.02%  iou-wrk-3247     [kernel.vmlinux]  [k] update_curr
     0.06%     0.06%  iou-wrk-3254     [kernel.vmlinux]  [k] native_queued_spin_lock_slowpath
     0.06%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.01%  iou-wrk-3254     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.01%  iou-wrk-3246     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.06%     0.03%  iou-wrk-3240     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] dequeue_task_fair
     0.06%     0.02%  fio              [kernel.vmlinux]  [k] migrate_task_rq_fair
     0.06%     0.00%  iou-wrk-3253     [kernel.vmlinux]  [k] __alloc_pages
     0.06%     0.02%  iou-wrk-3266     [kernel.vmlinux]  [k] update_curr
     0.06%     0.02%  iou-wrk-3243     [kernel.vmlinux]  [k] update_curr
     0.06%     0.02%  iou-wrk-3235     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.06%  iou-wrk-3254     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.06%  iou-wrk-3241     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.01%  iou-wrk-3240     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3240     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3246     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.06%  iou-wrk-3257     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.02%  iou-wrk-3262     [kernel.vmlinux]  [k] pick_next_task_fair
     0.06%     0.06%  iou-wrk-3249     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.01%  iou-wrk-3230     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.01%  iou-wrk-3242     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3242     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] shrink_lruvec
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3264     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.02%  iou-wrk-3242     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.06%  iou-wrk-3251     [kernel.vmlinux]  [k] xas_start
     0.06%     0.03%  iou-wrk-3244     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.02%  iou-wrk-3266     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.01%  iou-wrk-3260     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.06%  iou-wrk-3259     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.00%  iou-wrk-3236     [kernel.vmlinux]  [k] io_dismantle_req
     0.06%     0.01%  kcompactd0       [kernel.vmlinux]  [k] migrate_page_move_mapping
     0.06%     0.01%  iou-wrk-3244     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3237     [kernel.vmlinux]  [k] psi_task_switch
     0.06%     0.00%  iou-wrk-3233     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.05%  fio              [kernel.vmlinux]  [k] raw_spin_rq_unlock
     0.06%     0.00%  iou-wrk-3257     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.06%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.06%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] shrink_node
     0.06%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] try_to_free_pages
     0.06%     0.02%  fio              [kernel.vmlinux]  [k] rcu_note_context_switch
     0.06%     0.04%  fio              [kernel.vmlinux]  [k] rb_erase
     0.06%     0.00%  swapper          [kernel.vmlinux]  [k] asm_sysvec_call_function_single
     0.06%     0.00%  iou-wrk-3249     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.02%  iou-wrk-3247     [kernel.vmlinux]  [k] dequeue_entity
     0.06%     0.00%  iou-wrk-3231     [kernel.vmlinux]  [k] io_wq_free_work
     0.06%     0.00%  iou-wrk-3265     [kernel.vmlinux]  [k] __io_free_req
     0.06%     0.01%  iou-wrk-3255     [kernel.vmlinux]  [k] update_curr
     0.06%     0.06%  iou-wrk-3267     [kernel.vmlinux]  [k] psi_group_change
     0.06%     0.04%  iou-wrk-3252     [kernel.vmlinux]  [k] update_curr
     0.06%     0.00%  iou-wrk-3255     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.06%     0.02%  iou-wrk-3260     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.02%  iou-wrk-3261     [kernel.vmlinux]  [k] update_curr
     0.06%     0.02%  iou-wrk-3267     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.02%  iou-wrk-3245     [kernel.vmlinux]  [k] update_curr
     0.06%     0.02%  iou-wrk-3254     [kernel.vmlinux]  [k] update_load_avg
     0.06%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] evict_pages
     0.06%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.06%     0.00%  iou-wrk-3252     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.04%  fio              [kernel.vmlinux]  [k] check_cfs_rq_runtime
     0.05%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.05%     0.01%  iou-wrk-3248     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.01%  iou-wrk-3243     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.01%  iou-wrk-3249     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.01%  swapper          [kernel.vmlinux]  [k] finish_task_switch
     0.05%     0.01%  iou-wrk-3261     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.00%  iou-wrk-3256     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.01%  iou-wrk-3263     [kernel.vmlinux]  [k] update_curr
     0.05%     0.02%  iou-wrk-3261     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.05%  iou-wrk-3237     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.05%  iou-wrk-3229     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.02%  iou-wrk-3236     [kernel.vmlinux]  [k] update_curr
     0.05%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] _raw_spin_lock_irq
     0.05%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.05%  iou-wrk-3263     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.05%  kcompactd0       [kernel.vmlinux]  [k] xas_load
     0.05%     0.05%  iou-wrk-3243     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.05%  iou-wrk-3260     [kernel.vmlinux]  [k] psi_group_change
     0.05%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] do_try_to_free_pages
     0.05%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] evict_pages
     0.05%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] lru_gen_shrink_lruvec
     0.05%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] shrink_lruvec
     0.05%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] shrink_node
     0.05%     0.00%  iou-wrk-3234     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.00%  iou-wrk-3263     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.00%  iou-wrk-3262     [kernel.vmlinux]  [k] __alloc_pages_slowpath.constprop.0
     0.05%     0.00%  fio              [kernel.vmlinux]  [k] copy_process
     0.05%     0.00%  fio              [kernel.vmlinux]  [k] create_io_thread
     0.05%     0.01%  iou-wrk-3267     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3244     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.01%  iou-wrk-3245     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3235     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.01%  iou-wrk-3241     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.01%  iou-wrk-3257     [kernel.vmlinux]  [k] dequeue_entity
     0.05%     0.00%  iou-wrk-3260     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.00%  iou-wrk-3251     [kernel.vmlinux]  [k] update_curr
     0.05%     0.02%  iou-wrk-3249     [kernel.vmlinux]  [k] update_curr
     0.05%     0.00%  iou-wrk-3259     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.01%  iou-wrk-3248     [kernel.vmlinux]  [k] kiocb_done
     0.05%     0.01%  iou-wrk-3231     [kernel.vmlinux]  [k] __io_free_req
     0.05%     0.01%  iou-wrk-3261     [kernel.vmlinux]  [k] io_dismantle_req
     0.05%     0.00%  iou-wrk-3232     [kernel.vmlinux]  [k] add_to_page_cache_lru
     0.05%     0.01%  iou-wrk-3237     [kernel.vmlinux]  [k] lock_timer_base
     0.05%     0.02%  iou-wrk-3232     [kernel.vmlinux]  [k] update_load_avg
     0.05%     0.01%  iou-wrk-3239     [kernel.vmlinux]  [k] io_wq_free_work
     0.05%     0.00%  iou-wrk-3267     [kernel.vmlinux]  [k] try_to_free_pages
     0.05%     0.00%  swapper          [kernel.vmlinux]  [k] find_busiest_group
     0.05%     0.00%  iou-wrk-3241     [kernel.vmlinux]  [k] add_to_page_cache_lru
